Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Education Counselor cum Customer Relationship Executive (Sylhet),https://skill.jobs/jobs/education-counselor-cum-customer-relationship-executive-sylhet-NxWzOL6s,Beginner,AH&Z Associates Ltd,https://skill.jobs/company-profile/none-WLwjYSCC,Thu Feb 02 2023,Sylhet,Full Time,Negotiable
Education Counselor cum Customer Relationship Executive (Dhaka),https://skill.jobs/jobs/education-counselor-cum-customer-relationship-executive-dhaka-3tFzcM52,Beginner,AH&Z Associates Ltd,https://skill.jobs/company-profile/none-WLwjYSCC,Thu Feb 02 2023,Dhaka,Full Time,Negotiable
Asstant Manager - Senior Manager (Core Network),https://skill.jobs/jobs/asstant-manager-senior-manager-core-network-BonnyHEe,Experienced,Agni Systems Limited,https://skill.jobs/company-profile/none-GrEdffgX,Tue Jan 17 2023,Anywhere,Full Time,Negotiable
Education Counselor cum Customer Relationship Executive (Chattogram),https://skill.jobs/jobs/education-counselor-cum-customer-relationship-executive-chattogram-HoWMJ14A,Beginner,AH&Z Associates Ltd,https://skill.jobs/company-profile/none-WLwjYSCC,Thu Feb 02 2023,Chattogram,Full Time,Negotiable
Digital Marketing Specialist,https://skill.jobs/jobs/digital-marketing-specialist-FbJ4ZNKl,Beginner,AH&Z Associates Ltd,https://skill.jobs/company-profile/none-WLwjYSCC,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Full Stack Drupal Developer (PHP/Laravel),https://skill.jobs/jobs/full-stack-drupal-developer-phplaravel-FJ8K7YlW,Beginner,AH&Z Associates Ltd,https://skill.jobs/company-profile/none-WLwjYSCC,Mon Jan 23 2023,Dhaka,Full Time,Negotiable
Executive - Sales and Marketing,https://skill.jobs/jobs/executive-sales-and-marketing-mRvrRC2o,Beginner,EkkBaz,https://skill.jobs/company-profile/none-3PGzs4Hy,Sun Jan 15 2023,Dhaka,Full Time,20000 - 25000
Executive - Supply Chain Management,https://skill.jobs/jobs/executive-supply-chain-management-hl8RBaBo,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Wed Feb 01 2023,Anywhere,Full Time,20000 - 22000
Sr. Executive (Corporate Sales & Marketing),https://skill.jobs/jobs/sr-executive-corporate-sales-marketing-Utvur6zB,Mid Level,Agni Systems Limited,https://skill.jobs/company-profile/none-GrEdffgX,Wed Feb 08 2023,Dhaka (Gulshan),Full Time,Negotiable
Executive - Telemarketing,https://skill.jobs/jobs/executive-telemarketing-NGQt6eqH,Beginner,SKRP GROUP,https://skill.jobs/company-profile/none-4KXmDSxJ,Mon Jan 09 2023,Anywhere,Full Time,10000 - 12000
"Officer, sales",https://skill.jobs/jobs/officer-sales-PSy6uR3g,Beginner,Ikigai HR Services Limited,https://skill.jobs/company-profile/none-NTOt7omD,Tue Jan 31 2023,Sylhet & Cumilla,Full Time,Negotiable
Executive (Night Shift),https://skill.jobs/jobs/executive-night-shift-CYwLmJXK,Beginner,Pridesys IT Limited,https://skill.jobs/company-profile/none-VqWvFFtL,Thu Feb 09 2023,Dhaka,Full Time,Negotiable
Assistant Product Manager (ACI Premio Plastics),https://skill.jobs/jobs/assistant-product-manager-aci-premio-plastics-RYd62yLd,Mid Level,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 17 2023,Anywhere,Full Time,Negotiable
"Territory Manager, Tyre Unit",https://skill.jobs/jobs/territory-manager-tyre-unit-IwsvLvtN,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Mon Jan 16 2023,Anywhere,Full Time,Negotiable
Dot Net (.NET) core Developer,https://skill.jobs/jobs/dot-net-net-core-developer-3xpx1Bsb,Mid Level,Advanced Software Development,https://skill.jobs/company-profile/none-9rGplzNS,Wed Feb 08 2023,Anywhere,Full Time,Negotiable
Sr. Sales Executive/ Sales Executive (Sylhet),https://skill.jobs/jobs/sr-sales-executive-sales-executive-sylhet-WtbZH5yl,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Mon Jan 16 2023,Sylhet,Full Time,Negotiable
"Sr. Sales Executive/ Sales Executive (Dhaka, Narayanganj)",https://skill.jobs/jobs/sr-sales-executive-sales-executive-dhaka-narayanganj-mutAaxlw,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Mon Jan 16 2023,"Dhaka, Narayanganj",Full Time,Negotiable
"Asst. Manager/ Deputy Manager, Corporate Sales",https://skill.jobs/jobs/asst-manager-deputy-manager-corporate-sales-vNXUAQ73,Mid Level,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Tue Feb 07 2023,Dhaka,Full Time,Negotiable
"Territory Manager, Tyre Unit",https://skill.jobs/jobs/territory-manager-tyre-unit-IbnieS6R,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Mon Jan 16 2023,Anywhere,Full Time,Negotiable
Sales Representative (SR),https://skill.jobs/jobs/sales-representative-sr-ytutM2m4,Beginner,Redmin Industries Limited/ ROS Tech,https://skill.jobs/company-profile/none-NNLxJpHG,Wed Jan 18 2023,Dhaka,Full Time,Negotiable
Intern (Sales & Marketing),https://skill.jobs/jobs/intern-sales-marketing-VqTQhUhO,Beginner,Redmin Industries Limited/ ROS Tech,https://skill.jobs/company-profile/none-NNLxJpHG,Wed Jan 18 2023,Dhaka,Internship,Negotiable
Teacher - Art/Bangla/Religious,https://skill.jobs/jobs/teacher-artbanglareligious-vdBoeCvU,Mid Level,Epyllion Group,https://skill.jobs/company-profile/none-B0gG39tq,Tue Jan 31 2023,Narayanganj,Full Time,Negotiable
Sr. Product Executive/ Product Executive (ACI Premio Plastics),https://skill.jobs/jobs/sr-product-executive-product-executive-aci-premio-plastics-Vt784nMt,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Garment Technologist,https://skill.jobs/jobs/garment-technologist-X8XYvb6p,Experienced,Epyllion Group,https://skill.jobs/company-profile/none-B0gG39tq,Sun Jan 29 2023,Gazipur,Full Time,Negotiable
Deputy Manager/ Manager - Marketing,https://skill.jobs/jobs/deputy-manager-manager-marketing-gPblQsEU,Experienced,Epyllion Group,https://skill.jobs/company-profile/none-B0gG39tq,Fri Jan 20 2023,"Dhaka (Tejgaon, Tejgaon Industrial Area)",Full Time,Negotiable
Assistant Merchandiser - Merchandising (Sailor),https://skill.jobs/jobs/assistant-merchandiser-merchandising-sailor-1vweZJeG,Beginner,Epyllion Group,https://skill.jobs/company-profile/none-B0gG39tq,Thu Jan 26 2023,Dhaka,Full Time,Negotiable
Business Analyst and Technical Writer,https://skill.jobs/jobs/business-analyst-and-technical-writer-iRrPi7HY,Beginner,Systech Digital Limited,https://skill.jobs/company-profile/none-03SOmGcz,Tue Jan 31 2023,Dhaka,Full Time,35000 - 50000
Executive - Finishing (For Knit Garments),https://skill.jobs/jobs/executive-finishing-for-knit-garments-8908knHx,Mid Level,Epyllion Group,https://skill.jobs/company-profile/none-B0gG39tq,Tue Jan 31 2023,Narayanganj,Full Time,Negotiable
Cabin Crew,https://skill.jobs/jobs/cabin-crew-WVBNjyy3,Beginner,US-Bangla Airlines,https://skill.jobs/company-profile/none-H2GVZL2A,Sun Jan 15 2023,Anywhere,Full Time,Negotiable
Jr. Support Engineer,https://skill.jobs/jobs/jr-support-engineer-ANqWF81w,Beginner,BRAC IT Services Limited,https://skill.jobs/company-profile/none-aV88OpfP,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Executive/Sr. Executive-Sales (Meghna Fresh LPG Ltd.),https://skill.jobs/jobs/executivesr-executive-sales-meghna-fresh-lpg-ltd-7hfBXsOy,Beginner,Meghna Group of Industries,https://skill.jobs/company-profile/none-naqLihTL,Sun Jan 15 2023,Anywhere,Full Time,Negotiable
Executive - Digital Advertising,https://skill.jobs/jobs/executive-digital-advertising-s33dSfBs,Beginner,ServicEngine Ltd.,https://skill.jobs/company-profile/servicengine-ltd-XhxKubOg,Wed Feb 08 2023,"Dhaka (Kawran Bazar, Mohakhali)",Full Time,12000 - 15000
Officer/Assistant Officer - Warehouse (Chattogram),https://skill.jobs/jobs/officerassistant-officer-warehouse-chattogram-rViMTDRG,Mid Level,Akij Resources Limited,https://skill.jobs/company-profile/none-S3qB7GH1,Thu Jan 19 2023,Chattogram,Full Time,Negotiable
Senior Software Engineer,https://skill.jobs/jobs/senior-software-engineer-7BzfIJtX,Mid Level,FinSource Limited,https://skill.jobs/company-profile/none-KEvvBnm2,Tue Jan 31 2023,Dhaka,Full Time,130000 - 150000
"Officer/Assistant Officer - Warehouse (Narayanganj, Munshiganj)",https://skill.jobs/jobs/officerassistant-officer-warehouse-P8SJBEU6,Mid Level,Akij Resources Limited,https://skill.jobs/company-profile/none-S3qB7GH1,Thu Jan 19 2023,"Narayanganj, Munshiganj",Full Time,Negotiable
Academic Counsellor,https://skill.jobs/jobs/academic-counsellor-fD0UKOEn,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur.",Full Time,Negotiable
Assistant Teacher (Digital Technology),https://skill.jobs/jobs/assistant-teacher-digital-technology-idGrozDM,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur.",Part Time,Negotiable
Assistant Teacher (Physical education),https://skill.jobs/jobs/assistant-teacher-physical-education-AwxaRHG1,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur.",Part Time,Negotiable
Assistant Teacher (Biology),https://skill.jobs/jobs/assistant-teacher-biology-DHMXxPQI,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur.",Part Time,Negotiable
Software Quality Assurance (SQA) Engineer,https://skill.jobs/jobs/software-quality-assurance-sqa-engineer-b28LuIIE,Mid Level,Next IT LTD,https://skill.jobs/company-profile/none-fdVvzYt7,Sat Jan 28 2023,Dhaka,Full Time,40000 - 60000
Assistant Teacher(Bangla),https://skill.jobs/jobs/assistant-teacherbangla-XKVYruMd,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur.",Contractual,Negotiable
Senior Software Engineer,https://skill.jobs/jobs/senior-software-engineer-WoA8obKe,Mid Level,Next IT LTD,https://skill.jobs/company-profile/none-fdVvzYt7,Wed Feb 08 2023,Dhaka,Part Time,Negotiable
Senior Reservation Officer,https://skill.jobs/jobs/senior-reservation-officer-IuZMMUtp,Mid Level,Trip Beyond,https://skill.jobs/company-profile/none-T4ZCaLRc,Tue Jan 31 2023,"Baridhara, Dhaka",Full Time,Negotiable
SR. SALES EXECUTIVES,https://skill.jobs/jobs/sr-sales-executives-OuxLDIM4,Mid Level,Trip Beyond,https://skill.jobs/company-profile/none-T4ZCaLRc,Tue Jan 31 2023,"Baridhara, Dhaka-1216",Full Time,Negotiable
Assistant Teacher (Pre-School),https://skill.jobs/jobs/assistant-teacher-qnlwMZA3,Beginner,Daffodil International School,https://skill.jobs/company-profile/none-oM076coO,Mon Jan 16 2023,"Baburhat Model Town, Ward No- 14, PO- Baburhat- 3602, Upzilla & District- Chandpur",Part Time,Negotiable
Senior Software Engineer,https://skill.jobs/jobs/senior-software-engineer-XbBM4fmq,Mid Level,Next IT LTD,https://skill.jobs/company-profile/none-fdVvzYt7,Wed Feb 08 2023,Dhaka (Banani),Full Time,Negotiable
Sr. Software Engineer (Technical Support),https://skill.jobs/jobs/sr-software-engineer-technical-support-sRwJWG76,Experienced,Next IT LTD,https://skill.jobs/company-profile/none-fdVvzYt7,Sat Feb 04 2023,Dhaka (Banani),Full Time,60000 - 75000
Data Engineer with SAP HANA,https://skill.jobs/jobs/data-engineer-with-sap-hana-a5VRfzJg,Mid Level,NextGen DigiTech Ltd.,https://skill.jobs/company-profile/none-llQUruO4,Fri Jan 27 2023,Dhaka,Full Time,70000 - 120000
Software Developer,https://skill.jobs/jobs/software-developer-hxQhi7CT,Beginner,NextGen DigiTech Ltd.,https://skill.jobs/company-profile/none-llQUruO4,Wed Feb 08 2023,Dhaka,Full Time,Negotiable
General Manager (Internal Audit),https://skill.jobs/jobs/general-manager-internal-audit-MYozsWbF,Top Level,Akij Group,https://skill.jobs/company-profile/none-31FCUXZs,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Network Engineer IT,https://skill.jobs/jobs/network-engineer-it-p654xrXj,Mid Level,Akij Group,https://skill.jobs/company-profile/none-31FCUXZs,Wed Jan 18 2023,Dhaka,Full Time,Negotiable
DevOps Engineer,https://skill.jobs/jobs/devops-engineer-s7Jk7NnN,Beginner,NextGen DigiTech Ltd.,https://skill.jobs/company-profile/none-llQUruO4,Sun Jan 15 2023,Dhaka (Tejgaon Industrial Area),Full Time,Negotiable
Medical Officer,https://skill.jobs/jobs/medical-officer-vGqZkOUe,Beginner,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Wed Feb 08 2023,Narayanganj,Full Time,Negotiable
"Assistant General Manager, All Over Print",https://skill.jobs/jobs/assistant-general-manager-all-over-print-BSw5x9Mr,Beginner,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Wed Feb 08 2023,Narayanganj,Full Time,Negotiable
Welfare Officer,https://skill.jobs/jobs/welfare-officer-8PkZyzH4,Beginner,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Wed Feb 08 2023,Narayanganj,Full Time,Negotiable
Executive/ Sr. Executive (Accounts & Finance),https://skill.jobs/jobs/executive-sr-executive-accounts-finance-a8CtERu0,Mid Level,NASSA Group,https://skill.jobs/company-profile/none-eHxUvtbr,Fri Jan 20 2023,"Cumilla, Dhaka",Full Time,Negotiable
Sabre/Galileo/Amaduse Expert,https://skill.jobs/jobs/sabregalileoamaduse-expert-oIUvL0TM,Beginner,Global Star Ltd.,https://skill.jobs/company-profile/global-star-ltd-wewFo7Zb,Mon Jan 30 2023,Dhaka,Full Time,Negotiable
"Sr. Executive/ Asst. Manager, Recovery and Collection",https://skill.jobs/jobs/sr-executive-asst-manager-recovery-and-collection-520Pt5LT,Beginner,Oriental Group,https://skill.jobs/company-profile/none-P5lARG8g,Thu Jan 19 2023,Dhaka,Full Time,Negotiable
Counselor,https://skill.jobs/jobs/counselor-0dKzfMZu,Beginner,Global Star Ltd.,https://skill.jobs/company-profile/global-star-ltd-wewFo7Zb,Thu Feb 02 2023,"Dhaka (Tejgaon, Uttara)",Full Time,Negotiable
Instructor/ Trainer - Web Development,https://skill.jobs/jobs/instructor-trainer-web-development-qwtprgOH,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Fri Jan 20 2023,Dhaka,Part Time,Negotiable
Digital Marketing Executive,https://skill.jobs/jobs/digital-marketing-executive-T7jHQzxk,Mid Level,Global Star Ltd.,https://skill.jobs/company-profile/global-star-ltd-wewFo7Zb,Sat Jan 21 2023,"Dhaka (Tejgaon, Tejgaon Industrial Area)",Full Time,Negotiable
Instructor/ Trainer - Official Computer,https://skill.jobs/jobs/instructor-trainer-official-computer-rmbXBrIe,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Fri Jan 20 2023,Anywhere,Part Time,Negotiable
Instructor/ Trainer - Kid's English / Kid's Learning,https://skill.jobs/jobs/instructor-trainer-kids-english-kids-learning-jYYUSbIA,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Fri Jan 20 2023,Dhaka,Part Time,Negotiable
"Senior Architect, Oriental Real Estate Ltd.",https://skill.jobs/jobs/senior-architect-oriental-real-estate-ltd-TFvJE4iR,Mid Level,Oriental Group,https://skill.jobs/company-profile/none-P5lARG8g,Tue Feb 07 2023,Dhaka (Dhanmondi),Full Time,Negotiable
Scientific Sales Executive,https://skill.jobs/jobs/scientific-sales-executive-Rq0oBHJf,Mid Level,Synovia Pharma PLC,https://skill.jobs/company-profile/none-tc39VIh1,Sun Jan 15 2023,Anywhere,Full Time,Negotiable
Instructor/ Trainer - Graphic & Motion Designer,https://skill.jobs/jobs/instructor-trainer-graphic-motion-designer-hJlTSGTy,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Instructor/ Trainer - Digital Marketing,https://skill.jobs/jobs/instructor-trainer-digital-marketing-t5t86rVz,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Front Desk Executive (Female),https://skill.jobs/jobs/front-desk-executive-female-gUI1BkkT,Beginner,Soft IT Care,https://skill.jobs/company-profile/none-i47LgwJp,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
Graphic Designer /Video Editor,https://skill.jobs/jobs/graphic-designer-video-editor-Y9Kn2cHC,Beginner,Soft IT Care,https://skill.jobs/company-profile/none-i47LgwJp,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
"Assistant Manager ??RMA/Courier Department, 1000FiX Services Limited",https://skill.jobs/jobs/assistant-manager-rmacourier-department-1000fix-services-limited-AYidYqBV,Mid Level,Smart Technologies (BD) Ltd.,https://skill.jobs/company-profile/none-0vms9Zbb,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Back Office Representative (Night Shift),https://skill.jobs/jobs/back-office-representative-night-shift-r30Q3TWX,Beginner,ASL BPO,https://skill.jobs/company-profile/asl-bpo-m66ZlNcM,Sat Feb 04 2023,Dhaka (Uttara),Full Time,20000 - 20500
Executive (IT & Digital Marketing with SEO),https://skill.jobs/jobs/executive-it-digital-marketing-with-seo-IHKgPBYP,Beginner,Dream Touch Architects ltd.,https://skill.jobs/company-profile/none-oZz5ujlF,Wed Feb 01 2023,Dhaka (Mohammadpur),Full Time,Negotiable
Sr. Admission Officer,https://skill.jobs/jobs/sr-admission-officer-9s7vAuGk,Mid Level,Dream Study International,https://skill.jobs/company-profile/none-Aw0rLvhB,Tue Feb 07 2023,Dhaka,Full Time,Negotiable
Executive-I_ Industrial Engineering_ Columbia Apparels Limited,https://skill.jobs/jobs/executive-i_-industrial-engineering_-columbia-apparels-limited-b27giItk,Experienced,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Tue Jan 31 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
Business Development Executive (Corporate Sales),https://skill.jobs/jobs/business-development-executive-corporate-sales-LMarnNyy,Beginner,Impel Service & Solutions Limited,https://skill.jobs/company-profile/none-pUZB6B4Y,Thu Jan 12 2023,"Barguna, Barishal, Gazipur, Gopalganj, Khulna, Madaripur, Patuakhali, Dhaka (Ashulia, Bhashantek, Dhanmondi, Mirpur, Savar, Shah Ali, Uttara), Gazipur (Tongi), Jhenaidah (Jhenaidah Sadar)",Full Time,17000 - 20000
PS to Managing Director,https://skill.jobs/jobs/ps-to-managing-director-9ZbWkVm1,Mid Level,Crony Group,https://skill.jobs/company-profile/none-JkFB358U,Tue Feb 07 2023,"Dhaka, Narayanganj",Full Time,Negotiable
"Manager and Head of Quality, Quality Assurance (Columbia Garments Limited)",https://skill.jobs/jobs/manager-and-head-of-quality-quality-assurance-columbia-garments-limited-ZnRltPGQ,Top Level,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Sun Jan 29 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
Project Manager & Scrum Master (Remote),https://skill.jobs/jobs/project-manager-scrum-master-remote-3fxcfkwV,Mid Level,Codemen Solutions Limited,https://skill.jobs/company-profile/none-4MW8lia7,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Jr. Executive (Fabric Technologist)_ RMA_ Columbia Apparels Limited,https://skill.jobs/jobs/jr-executive-fabric-technologist_-rma_-columbia-apparels-limited-wtXnTKAq,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Fri Jan 27 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
"Software Engineer/ Sr. Software Engineer (Implementation), Capital Market Solutions",https://skill.jobs/jobs/software-engineer-sr-software-engineer-implementation-capital-market-solutions-73UTPX99,Beginner,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
Customer Success Manager (CSM),https://skill.jobs/jobs/customer-success-manager-csm-hTMsoxLj,Beginner,Codemen Solutions Limited,https://skill.jobs/company-profile/none-4MW8lia7,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Librarian_ Jahanara Nursing College,https://skill.jobs/jobs/librarian_-jahanara-nursing-college-eAzhCZWf,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Tue Jan 10 2023,Sirajganj,Full Time,Negotiable
Full Stack .NET Developer,https://skill.jobs/jobs/full-stack-net-developer-Ttkbx0bc,Beginner,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Thu Mar 16 2023,Dhaka,Full Time,Negotiable
"Management Trainee Officer/ Executive- II, PD & Design, Genesis Fashions Ltd. (Wash)",https://skill.jobs/jobs/management-trainee-officer-executive-ii-pd-design-genesis-fashions-ltd-wash-bkEIPmez,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Thu Jan 19 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
Software Test Lead,https://skill.jobs/jobs/software-test-lead-u7LOJJLQ,Mid Level,Automation Solutionz Bangladesh,https://skill.jobs/company-profile/none-qLAAv7OI,Sun Mar 19 2023,Work from home,Full Time,Negotiable
"Management Trainee Officer/ Executive- II, Pre-production, Genesis Fashions Ltd. (Wash)",https://skill.jobs/jobs/management-trainee-officer-executive-ii-pre-production-genesis-fashions-ltd-wash-L5J0FRwC,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Thu Jan 19 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
QA Automation Engineer,https://skill.jobs/jobs/qa-automation-engineer-x2OEpT8o,Experienced,Automation Solutionz Bangladesh,https://skill.jobs/company-profile/none-qLAAv7OI,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Intern_ Group Information Technology (Enterprise Applications),https://skill.jobs/jobs/intern_-group-information-technology-enterprise-applications-Ng5aeN4d,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Wed Jan 18 2023,Dhaka (Mohakhali),Full Time,Negotiable
"Product Executive, Tyres Unit",https://skill.jobs/jobs/product-executive-tyres-unit-jm5lzFFE,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Wed Jan 11 2023,Dhaka,Full Time,Negotiable
Full Stack Web Developer,https://skill.jobs/jobs/web-developer-MmeYbDJL,Beginner,Automation Solutionz Bangladesh,https://skill.jobs/company-profile/none-qLAAv7OI,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Senior Full Stack Java Developer for Capital Market Solutions,https://skill.jobs/jobs/senior-full-stack-java-developer-for-capital-market-solutions-4bJbJaFF,Beginner,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Sun Jan 15 2023,Anywhere,Full Time,Negotiable
"Territory Manager, Tyres Unit",https://skill.jobs/jobs/territory-manager-tyres-unit-aZM7mOE1,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Wed Jan 11 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Officer, Merchant Acquisition (Barisal)",https://skill.jobs/jobs/officer-merchant-acquisition-barisal-77scx4EP,Beginner,SSL Wireless,https://skill.jobs/company-profile/none-qpSURT5b,Fri Feb 03 2023,Barishal,Full Time,11000 - 15000
Executive Assistant (Internship),https://skill.jobs/jobs/executive-assistant-internship-ma78Xlqa,Beginner,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Sun Jan 15 2023,Dhaka,Internship,Negotiable
"Officer/Sr. Officer, IT",https://skill.jobs/jobs/officersr-officer-it-N3QSYgXO,Beginner,T.K Group,https://skill.jobs/company-profile/tk-group-EOXRuXLx,Mon Jan 16 2023,Anywhere,Full Time,Negotiable
Android Apps Developer,https://skill.jobs/jobs/android-apps-developer-eIQTIDqT,Beginner,SEO Expate Bangladesh Ltd,https://skill.jobs/company-profile/none-1IGDH4tI,Fri Jan 13 2023,"Bogura, Dhaka",Full Time,Negotiable
"Senior Officer (Cost Accountant), A&F",https://skill.jobs/jobs/senior-officer-cost-accountant-af-NFICB81M,Mid Level,T.K Group,https://skill.jobs/company-profile/tk-group-EOXRuXLx,Tue Feb 28 2023,"Factory, Dhamrai, Dhaka",Full Time,Negotiable
"Officer, Internal Audit, A&F",https://skill.jobs/jobs/officer-internal-audit-af-tXiMvil4,Beginner,T.K Group,https://skill.jobs/company-profile/tk-group-EOXRuXLx,Mon Jan 16 2023,HO with frequent Nationwide Travel.,Full Time,Negotiable
Area Sales Manager,https://skill.jobs/jobs/area-sales-manager-mY66UiMq,Experienced,T.K Group,https://skill.jobs/company-profile/tk-group-EOXRuXLx,Sun Jan 15 2023,Dhaka,Full Time,Negotiable
Web Developer,https://skill.jobs/jobs/web-developer-5D0SAgcP,Beginner,SEO Expate Bangladesh Ltd,https://skill.jobs/company-profile/none-1IGDH4tI,Fri Jan 13 2023,Dhaka,Full Time,Negotiable
"Senior Officer, Sales Admin & MIS, Sales",https://skill.jobs/jobs/senior-officer-sales-admin-mis-sales-KIUukhfA,Mid Level,T.K Group,https://skill.jobs/company-profile/tk-group-EOXRuXLx,Mon Jan 16 2023,Anywhere,Full Time,Negotiable
Marketing Manager,https://skill.jobs/jobs/marketing-manager-lWLqHCRR,Beginner,SEO Expate Bangladesh Ltd,https://skill.jobs/company-profile/none-1IGDH4tI,Fri Jan 13 2023,Bogura (Bogura Sadar),Full Time,Negotiable
Executive / Senior Executive - Accounts & Finance (Oimex Electrode Limited),https://skill.jobs/jobs/executive-senior-executive-accounts-finance-oimex-electrode-limited-WxinQvKI,Beginner,SS Steel Limited,https://skill.jobs/company-profile/none-vyo2yjlQ,Sun Jan 15 2023,Anywhere,Full Time,Negotiable
"Manager, Distribution Audit",https://skill.jobs/jobs/manager-distribution-audit-cR3iNah5,Mid Level,BRAC Bank Limited,https://skill.jobs/company-profile/none-CevIsP2J,Tue Jan 10 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Sr. Executive, Business Development",https://skill.jobs/jobs/sr-executive-business-development-rTAuHYWd,Beginner,FIFO Tech,https://skill.jobs/company-profile/none-izNC6EdG,Wed Feb 01 2023,Dhaka,Full Time,Negotiable
Executive/Senior Executive (HR - Talent Engagement),https://skill.jobs/jobs/executivesenior-executive-hr-talent-engagement-d1RQtjb5,Experienced,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Mon Jan 30 2023,Dhaka,Full Time,22000 - 25000
"Manager, AMLD Operations, Anti Money Laundering",https://skill.jobs/jobs/manager-amld-operations-anti-money-laundering-uRQWAoec,Top Level,BRAC Bank Limited,https://skill.jobs/company-profile/none-CevIsP2J,Tue Jan 10 2023,Anywhere in Bangladesh,Full Time,Negotiable
