Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Junior Full Stack Developer,https://skill.jobs/jobs/junior-full-stack-developer-kLkzO4xp,Beginner,PCI LTD.,https://skill.jobs/company-profile/none-URF6G7yg,Sat Feb 18 2023,Dhaka,Full Time,Negotiable
"Sales Executive (Part Time), YAMAHA Motorcycle - Showroom/ Service Centre",https://skill.jobs/jobs/sales-executive-part-time-yamaha-motorcycle-showroom-service-centre-oKCXWRSA,Beginner,ACI Motors Limited,https://skill.jobs/company-profile/none-l2QEv3oo,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Area In Charge(Rajshahi),https://skill.jobs/jobs/area-in-chargerajshahi-RgGZpJaY,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Rajshahi,Full Time,35000 - 40000
Area In Charge(Mymensingh),https://skill.jobs/jobs/area-in-chargemymensingh-skGSKVv7,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Mymensingh,Full Time,35000 - 40000
Area In Charge(Khulna),https://skill.jobs/jobs/area-in-chargekhulna-pMxsTIEF,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Khulna,Full Time,35000 - 40000
Area In Charge(Barishal),https://skill.jobs/jobs/area-in-chargebarishal-76CkeqVt,Beginner,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Barishal,Full Time,35000 - 40000
Customer Relationship - Executive,https://skill.jobs/jobs/customer-relationship-executive-qyPDe6xI,Beginner,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Banani,Full Time,Negotiable
Creative Designer,https://skill.jobs/jobs/creative-designer-cAlOsETM,Beginner,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Tue Feb 28 2023,Banani,Full Time,22000 - 25000
Executive - Accounts,https://skill.jobs/jobs/executive-accounts-ZDWY77wP,Beginner,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Tue Feb 28 2023,Banani,Full Time,25000 - 26000
Business Collaboration Manager,https://skill.jobs/jobs/business-collaboration-manager-8J0IB8jN,Mid Level,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,Dhaka,Full Time,65000 - 80000
Sales Executive,https://skill.jobs/jobs/sales-executive-Josr3mVP,Beginner,Gprojukti.com Ltd,https://skill.jobs/company-profile/none-7PnHRavL,Mon Feb 20 2023,"Bogura, Chandpur, Chattogram, Dhaka, Natore, Nilphamari, Noakhali, Pabna, Rajshahi, Rangpur, Cox's Bazar (Cox's Bazar Sadar), Dhaka (Khilgaon, Malibagh, Mirpur, Mohammadpur)",Full Time,8000 - 15000
Head of Fabric Sales & Marketing (Knit Fabrics),https://skill.jobs/jobs/head-of-fabric-sales-marketing-knit-fabrics-8AnqORkG,Top Level,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sat Mar 11 2023,Gazipur,Full Time,Negotiable
Sr. Manager/ Manager - GPQ (Buyer: C&A),https://skill.jobs/jobs/sr-manager-manager-gpq-buyer-ca-tq0FEngw,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sat Mar 11 2023,Gazipur,Full Time,Negotiable
Asst. Manager/ Deputy Manager - R&D (Washing),https://skill.jobs/jobs/asst-manager-deputy-manager-rd-washing-fMDinZaf,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sat Mar 11 2023,Gazipur,Full Time,Negotiable
Sales Associate (Male & Female),https://skill.jobs/jobs/sales-associate-male-female-j0WDjH1G,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Wed Mar 08 2023,Chattogram,Full Time,Negotiable
Manager - Occupational Health & Safety (Fabric Division),https://skill.jobs/jobs/manager-occupational-health-safety-fabric-division-czGr3Eij,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Sat Mar 04 2023,Habiganj,Full Time,Negotiable
Manager - R&D (Dyeing),https://skill.jobs/jobs/manager-rd-dyeing-gXxvP5SL,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Mon Feb 20 2023,Gazipur,Full Time,Negotiable
Oracle Database Administrator (DBA),https://skill.jobs/jobs/oracle-database-administrator-dba-TtIxobeN,Mid Level,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
"Software Engineer, Insurance Solutions",https://skill.jobs/jobs/software-engineer-insurance-solutions-AvLgk2ym,Beginner,LEADS Corporation Limited,https://skill.jobs/company-profile/leads-corporation-limited-IJETibsd,Mon Feb 20 2023,Dhaka,Full Time,Negotiable
"Officer, Human Resources, HCMP",https://skill.jobs/jobs/officer-human-resources-hcmp-FG9uq6lC,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Tue Feb 28 2023,"Cox's Bazar, Noakhali",Full Time,Negotiable
"Project Officer (Trainer), Education, HCMP",https://skill.jobs/jobs/project-officer-trainer-education-hcmp-47J8QY37,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Mon Feb 20 2023,"Cox's Bazar (Teknaf, Ukhia)",Contractual,Negotiable
"Field Assistant, Printing & Dyeing, HCMP",https://skill.jobs/jobs/field-assistant-printing-dyeing-hcmp-PE8gEnFX,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Mon Feb 20 2023,Cox's Bazar (Ukhia),Contractual,Negotiable
"Senior Project Officer (Psycho Social Support)-GBV, Protection, Bhasan Char, HCMP",https://skill.jobs/jobs/senior-project-officer-psycho-social-support-gbv-protection-bhasan-char-hcmp-3ysCBNUO,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Mon Feb 20 2023,Noakhali (Hatiya),Contractual,Negotiable
"Category: NGO/Development  Officer, Admin, HCMP",https://skill.jobs/jobs/category-ngodevelopment-officer-admin-hcmp-PTdWxdPk,Beginner,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Mon Feb 20 2023,Cox's Bazar (Cox's Bazar Sadar),Contractual,Negotiable
"Strategic Assistant (Senior Officer/Deputy Manager) to Director, HCMP",https://skill.jobs/jobs/strategic-assistant-senior-officerdeputy-manager-to-director-hcmp-XvLmpnHf,Mid Level,BRAC,https://skill.jobs/company-profile/none-ss5WeUei,Mon Feb 20 2023,Cox's Bazar (Cox's Bazar Sadar),Contractual,Negotiable
Telesales Executive,https://skill.jobs/jobs/telesales-executive-ojA1mdVQ,Beginner,IGL Group,https://skill.jobs/company-profile/none-tuZsiyYw,Sat Mar 11 2023,Anywhare,Full Time,Negotiable
Assistant / Deputy Manager - Human Resources (Training and Development),https://skill.jobs/jobs/assistant-deputy-manager-human-resources-training-and-development-4FbryROb,Mid Level,ServicEngine Ltd.,https://skill.jobs/company-profile/servicengine-ltd-XhxKubOg,Tue Feb 28 2023,"(Kawran Bazar, Mohakhali)",Full Time,Negotiable
Assistant Administrative Officer,https://skill.jobs/jobs/assistant-administrative-officer-nOWgrArg,Beginner,Daffodil International University,https://skill.jobs/company-profile/none-ntHE7cL0,Tue Feb 14 2023,Anywhare,Full Time,15000 - 20000
Assistant/Administrative Officer,https://skill.jobs/jobs/assistantadministrative-officer-fuqgyYeX,Beginner,Creative International - (Daffodil Family),https://skill.jobs/company-profile/none-o7cpTIKP,Sat Feb 18 2023,"Daffodil Smart City, Ashulia",Full Time,15000 - 20000
Assistant/Accounts Officer,https://skill.jobs/jobs/assistantaccounts-officer-nmetrxTf,Beginner,Creative International - (Daffodil Family),https://skill.jobs/company-profile/none-o7cpTIKP,Sat Feb 18 2023,"Daffodil Smart City, Ashulia",Full Time,15000 - 20000
Computer Operator,https://skill.jobs/jobs/computer-operator-qFHNZIek,Beginner,Provati,https://skill.jobs/company-profile/none-6hXfPU32,Sat Feb 18 2023,Dhaka,Full Time,20000 - 20000
Accountant,https://skill.jobs/jobs/accountant-G8E5zboX,Beginner,Provati,https://skill.jobs/company-profile/none-6hXfPU32,Sat Feb 18 2023,Dhaka,Full Time,20000 - 20000
Sales and Marketing,https://skill.jobs/jobs/sales-and-marketing-f3VI5iln,Beginner,Provati,https://skill.jobs/company-profile/none-6hXfPU32,Sat Feb 18 2023,Dhaka,Full Time,20000 - 20000
Manager/ Sr. Manager - Inspection & Quality(Zaber & Zubair Fabrics Limited- Home Textile,https://skill.jobs/jobs/manager-sr-manager-inspection-qualityzaber-zubair-fabrics-limited-home-textile-wGs8PiZi,Top Level,Noman Group,https://skill.jobs/company-profile/none-ZOgDkioE,Fri Feb 10 2023,DHAKA,Full Time,Negotiable
Sr. Manager/ Manager - Internal Audit,https://skill.jobs/jobs/sr-manager-manager-internal-audit-LsKVs2ua,Experienced,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Thu Mar 02 2023,Dhaka,Full Time,Negotiable
Female -Network -Administrator,https://skill.jobs/jobs/female-network-administrator-hufzcr7F,Mid Level,MNC,https://skill.jobs/company-profile/none-lkfuPAEi,Sat Feb 18 2023,Dhaka,Full Time,140000 - 140000
Executive - Front Desk,https://skill.jobs/jobs/executive-front-desk-H5tzYy7R,Mid Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Tue Feb 28 2023,Dhaka (Gulshan),Full Time,Negotiable
Executive (Accounts & Finance),https://skill.jobs/jobs/executive-accounts-finance-UOYIdOLz,Mid Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Tue Feb 28 2023,Dhaka (Gulshan),Full Time,Negotiable
"Senior Executive (Accounts & Finance, Tax, VAT)",https://skill.jobs/jobs/senior-executive-accounts-finance-tax-vat-11JD3VVY,Mid Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Tue Feb 28 2023,Dhaka (Gulshan),Full Time,Negotiable
Asst. Manager (Accounts & Finance),https://skill.jobs/jobs/asst-manager-accounts-finance-We8B28pg,Experienced,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Tue Feb 28 2023,Gazipur,Full Time,Negotiable
Asst. Manager/ Manager-Fire Extinguisher Item,https://skill.jobs/jobs/asst-manager-manager-fire-extinguisher-item-Opivr5Vw,Experienced,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Manager - Commercial,https://skill.jobs/jobs/manager-commercial-oDcrOzEx,Experienced,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Mon Feb 20 2023,Dhaka (Gulshan),Full Time,Negotiable
Executive - Finance,https://skill.jobs/jobs/executive-finance-fcRtsNon,Beginner,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Thu Mar 02 2023,Dhaka,Full Time,Negotiable
Business Controller (MIS),https://skill.jobs/jobs/business-controller-mis-suDbWcnD,Experienced,SQ Group,https://skill.jobs/company-profile/none-zReudYIn,Wed Feb 15 2023,Dhaka,Full Time,Negotiable
"Assistant Manager, Accounts & Finance (Factory)",https://skill.jobs/jobs/assistant-manager-accounts-finance-factory-uDM5N8fI,Beginner,SQ Group,https://skill.jobs/company-profile/none-zReudYIn,Tue Feb 28 2023,Mymensingh,Full Time,Negotiable
Assistant Manager - Accounts,https://skill.jobs/jobs/assistant-manager-accounts-A8XG8PW5,Experienced,Sajeeb Group,https://skill.jobs/company-profile/none-7v0hQz4S,Mon Feb 20 2023,Dhaka,Full Time,Negotiable
Teacher (Accounting),https://skill.jobs/jobs/teacher-accounting-md00ZS1i,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Senior System Engineer,https://skill.jobs/jobs/senior-system-engineer-GuCoA24T,Mid Level,SQ Group,https://skill.jobs/company-profile/none-zReudYIn,Sat Mar 04 2023,Anywhere in Bangladesh,Full Time,Negotiable
Teacher (English Language),https://skill.jobs/jobs/teacher-english-language-GFy9zWAv,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Business Analyst,https://skill.jobs/jobs/business-analyst-3gxokCpa,Beginner,SQ Group,https://skill.jobs/company-profile/none-zReudYIn,Tue Feb 28 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Manager, Industrial Engineering (Birichina)",https://skill.jobs/jobs/manager-industrial-engineering-birichina-n88HU8hb,Mid Level,SQ Group,https://skill.jobs/company-profile/none-zReudYIn,Tue Feb 28 2023,Anywhere in Bangladesh,Full Time,Negotiable
Teacher (Mathematics),https://skill.jobs/jobs/teacher-mathematics-uGqkvxZj,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,Dhaka (Mirpur),Full Time,Negotiable
SEO Content Writer & Copywriter,https://skill.jobs/jobs/seo-content-writer-copywriter-0f4NLZFV,Mid Level,Synesis IT,https://skill.jobs/company-profile/none-lVy8jz0S,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Community Facilitator,https://skill.jobs/jobs/community-facilitator-js09Tzf3,Beginner,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,"Noakhali (Noakhali Sadar, Subarnachar)",Contractual,27100 - 27100
MEAL Officer,https://skill.jobs/jobs/meal-officer-zrwO3O3u,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,"Noakhali (Noakhali Sadar, Subarnachar)",Contractual,43170 - 43170
Tech Support Associate,https://skill.jobs/jobs/tech-support-associate-fO6CeQWA,Beginner,Business Automation Ltd.,https://skill.jobs/company-profile/none-mJRSdZsp,Tue Feb 28 2023,Rajshahi,Full Time,10000 - 12000
SQA Engineer (Mid-level),https://skill.jobs/jobs/sqa-engineer-mid-level-dgHXSQMv,Beginner,Business Automation Ltd.,https://skill.jobs/company-profile/none-mJRSdZsp,Tue Feb 28 2023,Rajshahi,Full Time,30000 - 40000
Training Officer,https://skill.jobs/jobs/training-officer-YFVVHwQe,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,"Noakhali (Noakhali Sadar, Subarnachar)",Contractual,43170 - 43170
Construction Coordinator (Engineer),https://skill.jobs/jobs/construction-coordinator-engineer-sbgKsaWf,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,"Noakhali (Noakhali Sadar, Subarnachar)",Contractual,57800 - 57800
"Financial Accountant, Finance and Accounts",https://skill.jobs/jobs/financial-accountant-finance-and-accounts-40baptAT,Mid Level,Instantwebb,https://skill.jobs/company-profile/none-d1ZoSd3s,Wed Feb 15 2023,Anywhere in Bangladesh,Full Time,Negotiable
Project Field Coordinator,https://skill.jobs/jobs/project-field-coordinator-oyfixNqR,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,"Noakhali (Noakhali Sadar, Subarnachar)",Contractual,Negotiable
"Executive/ Senior Executive, Internal Audit",https://skill.jobs/jobs/executive-senior-executive-internal-audit-4M7zNvOK,Beginner,Super Star Group,https://skill.jobs/company-profile/none-Eze2uSI5,Wed Feb 15 2023,Dhaka,Full Time,Negotiable
Accounts & Admin Officer,https://skill.jobs/jobs/accounts-admin-officer-YBx98Lef,Mid Level,HEED Bangladesh,https://skill.jobs/company-profile/none-Tq6ISEPS,Tue Feb 28 2023,Noakhali (Subarnachar),Contractual,Negotiable
System Engineer,https://skill.jobs/jobs/system-engineer-htxXr0pQ,Mid Level,BRAC IT Services Limited,https://skill.jobs/company-profile/none-aV88OpfP,Wed Feb 15 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Executive - Store (Foy's Lake Complex, Chattogram)",https://skill.jobs/jobs/executive-store-foys-lake-complex-chattogram-kcdqW6my,Beginner,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Thu Mar 09 2023,Chattogram,Full Time,20000 - 22000
Assistant Manager/ Deputy Manager (Internal Audit),https://skill.jobs/jobs/assistant-manager-deputy-manager-internal-audit-IpkAfoLa,Mid Level,Concord Group,https://skill.jobs/company-profile/none-i1Z60SQa,Tue Mar 07 2023,Dhaka,Full Time,Negotiable
Senior Creative Graphic Designer,https://skill.jobs/jobs/senior-creative-graphic-designer-cbzHJPxc,Mid Level,Demand Fashion House,https://skill.jobs/company-profile/none-OAvcUF32,Sat Feb 25 2023,Dhaka,Full Time,25000 - 35000
"Sr. Executive, Digital Marketing & Content Writer (Ecommerce)",https://skill.jobs/jobs/sr-executive-digital-marketing-content-writer-ecommerce-fWVPGsNc,Mid Level,Demand Fashion House,https://skill.jobs/company-profile/none-OAvcUF32,Tue Feb 28 2023,Anywhare,Full Time,Negotiable
Branch Cashier (Retail Shop),https://skill.jobs/jobs/branch-cashier-retail-shop-xjiWODwe,Beginner,Demand Fashion House,https://skill.jobs/company-profile/none-OAvcUF32,Tue Feb 28 2023,Anywhare,Full Time,Negotiable
Trainee Branch Manager (Retail Shop),https://skill.jobs/jobs/trainee-branch-manager-retail-shop-6oJB312W,Beginner,Demand Fashion House,https://skill.jobs/company-profile/none-OAvcUF32,Tue Feb 28 2023,Anywhare,Full Time,Negotiable
Science Teacher (STD III - VI),https://skill.jobs/jobs/science-teacher-std-iii-vi-nlJ9RVnX,Beginner,Yale International School,https://skill.jobs/company-profile/none-P2UQvbtI,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
"Manager, Accounts & Finance",https://skill.jobs/jobs/manager-accounts-finance-Uq761CQ6,Mid Level,Demand Fashion House,https://skill.jobs/company-profile/none-OAvcUF32,Tue Feb 28 2023,Anywhare,Full Time,Negotiable
English Teacher - Literature & Language (STD III - VI),https://skill.jobs/jobs/english-teacher-literature-language-std-iii-vi-8h2KKVzi,Beginner,Yale International School,https://skill.jobs/company-profile/none-P2UQvbtI,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Teacher for Commerce (STD VIII - A Level),https://skill.jobs/jobs/teacher-for-commerce-std-viii-a-level-LjWGLDah,Beginner,Yale International School,https://skill.jobs/company-profile/none-P2UQvbtI,Mon Feb 20 2023,Dhaka,Full Time,Negotiable
Senior Java J2EE Developer Spring Boot,https://skill.jobs/jobs/senior-java-j2ee-developer-spring-boot-fSficQPC,Experienced,Nagalay Services Ltd.,https://skill.jobs/company-profile/none-sLhJDiab,Wed Mar 08 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Officer/Senior Officer, IT",https://skill.jobs/jobs/officersenior-officer-it-ZVlCDMtG,Mid Level,Metrocem Group,https://skill.jobs/company-profile/none-kt3krgAU,Tue Mar 07 2023,"Gazipur, Munshiganj",Full Time,Negotiable
UX Designer,https://skill.jobs/jobs/ux-designer-zTJTsIRt,Beginner,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Wed Feb 15 2023,"Gulshan - 2, Dhaka",Full Time,Negotiable
Software Engineer (Android),https://skill.jobs/jobs/software-engineer-android-twuNRmOF,Mid Level,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Wed Feb 15 2023,"Gulshan - 2, Dhaka",Full Time,40000 - 60000
"Deputy Manager/ Manager, Construction Coordination",https://skill.jobs/jobs/deputy-manager-manager-construction-coordination-CDROuJ9L,Experienced,Edison Real Estate Ltd.,https://skill.jobs/company-profile/none-2v4nAdDM,Tue Feb 28 2023,Dhaka,Full Time,Negotiable
Front Desk Executive,https://skill.jobs/jobs/front-desk-executive-5FSB7PTJ,Beginner,Edison Real Estate Ltd.,https://skill.jobs/company-profile/none-2v4nAdDM,Wed Feb 15 2023,Dhaka,Full Time,Negotiable
Intern,https://skill.jobs/jobs/intern-MeHN30xA,Beginner,TRADESHI LTD,https://skill.jobs/company-profile/none-neqqgCn6,Sun Feb 12 2023,"House: 109, Masjid Road, Banani DOHS (old), Dhaka - 1206, Bangladesh.",Internship,Negotiable
Intern - Business Development,https://skill.jobs/jobs/intern-business-development-i8cB3Ysp,Beginner,Omega Exim Ltd.,https://skill.jobs/company-profile/none-aZAjJTsX,Wed Mar 08 2023,Dhaka,Full Time,5000 - 8000
Web Designer,https://skill.jobs/jobs/web-designer-KjQnnUmR,Beginner,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Wed Feb 15 2023,Gulshan 2,Full Time,20000 - 30000
DEPUTY CITY IN CHARGE,https://skill.jobs/jobs/deputy-city-in-charge-rEErmhTK,Beginner,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Mon Feb 20 2023,Chittagong,Full Time,Negotiable
Project In Charge (CIDRR - Coastal),https://skill.jobs/jobs/project-in-charge-cidrr-coastal-3rRFDVAv,Mid Level,Friendship,https://skill.jobs/company-profile/none-0zMCmjwr,Mon Feb 20 2023,Patuakhali (Kalapara),Contractual,Negotiable
EXECUTIVE - BUSINESS DEVELOPMENT,https://skill.jobs/jobs/executive-business-development-MyzroUT2,Beginner,Jatri Services Limited,https://skill.jobs/company-profile/none-yP6NAo5c,Wed Feb 15 2023,Chittagong,Full Time,Negotiable
Executive/ Sr. Executive - Product Management (Passive),https://skill.jobs/jobs/executive-sr-executive-product-management-passive-JUAqcEhh,Beginner,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Wed Feb 15 2023,Dhaka (Dhanmondi),Full Time,Negotiable
