Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
Field Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126312&fcatId=-1&ln=1,Lighton( A well known Cooperative Society),Chattogram,Na,HSC/ GRADUATE,2023,,,,,,,,,,,,,,,
AGM - EMS,https://jobs.bdjobs.com/jobdetails.asp?id=1126587&fcatId=-1&ln=1,A Largest Knit Composite Mills in Bangladesh.,Gazipur,5 to 10 year(s),"Honors/ Masters in Environmental Science. Reputed University (DU. JU, RU, CU, NSU, SU).",2023,,,,,,,,,,,,,,,
Telesales Executive - Male/ Female,https://jobs.bdjobs.com/jobdetails.asp?id=1126232&fcatId=-1&ln=1,AmarAdmission.com,Dhanmondi,At most 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Sr. Global Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1125104&fcatId=-1&ln=1,Cutout Photoz,Mohammadpur,3 to 5 year(s),,2023,,,,,,,,,,,,,,,
???????? ????? (???????),https://jobs.bdjobs.com/jobdetails.asp?id=1126590&fcatId=-1&ln=2,Delivery Tiger,???????,Na,,2023,,,,,,,,,,,,,,,
Customer Service Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1126594&fcatId=-1&ln=3,Shorisha Bari,Chattogram,At most 1 year(s),,2023,,,,,,,,,,,,,,,
Digital Marketing & Brand Promoter,https://jobs.bdjobs.com/jobdetails.asp?id=1126596&fcatId=-1&ln=1,BESI Private Limited,Dhaka,At least 2 year(s),Bachelor degree in any discipline.,2023,,,,,,,,,,,,,,,
??????? ??????????? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126592&fcatId=-1&ln=2,Sanghu Group Of Companies,????????,5 to 10 year(s),,2023,,,,,,,,,,,,,,,
Executive - Secretary,https://jobs.bdjobs.com/jobdetails.asp?id=1126589&fcatId=-1&ln=1,Orbit Consultant - RL#597,Anywhere in Bangladesh,2 to 3 year(s),O level/ A Level /Hons / Masters Completed,2023,,,,,,,,,,,,,,,
HR-Admin,https://jobs.bdjobs.com/jobdetails.asp?id=1126585&fcatId=-1&ln=1,BESI Private Limited,Anywhere in Bangladesh,At least 2 year(s),Master of Business Administration (MBA).,2023,Master`s degree in in HRM.,,,,,,,,,,,,,,
"Executive, Graphic Design",https://jobs.bdjobs.com/jobdetails.asp?id=1126582&fcatId=-1&ln=1,Prome Agro Foods Ltd.,Uttar Khan,At least 5 year(s),Graduation from any recognized university.,2023,Fine Arts students will get preference.,,,,,,,,,,,,,,
Asst. Manager - System Admin (Nation-Wide Broadband ISP),https://jobs.bdjobs.com/jobdetails.asp?id=1125943&fcatId=-1&ln=1,OptiMax Communication Ltd.,Anywhere in Bangladesh,3 to 5 year(s),Bachelor of Science (BSc) in Computer Science,2023,,,,,,,,,,,,,,,
??????? ???????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126387&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,?????? ?? ??????,2023,,,,,,,,,,,,,,,
Manager-CAD,https://jobs.bdjobs.com/jobdetails.asp?id=1126458&fcatId=-1&ln=1,Modiste ( CEPZ ) Limited,Chittagong Epz,At least 7 year(s),Minimum Graduation,2023,,,,,,,,,,,,,,,
????????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126409&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ????????????? ???? ????????? ?,2023,,,,,,,,,,,,,,,
????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126404&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,???????  ????????????? ???? ?????? ??????? ????????? ?,2023,,,,,,,,,,,,,,,
Head of Business,https://jobs.bdjobs.com/jobdetails.asp?id=1126571&fcatId=-1&ln=1,A reputed Trading House.,Dhaka,At least 16 year(s),Masters degree in any discipline,2023,Master of Business Administration (MBA),,,,,,,,,,,,,,
Assistant Manager-Merchandising,https://jobs.bdjobs.com/jobdetails.asp?id=1126463&fcatId=-1&ln=1,Modiste ( CEPZ ) Limited,Chittagong Epz,At least 5 year(s),Bachelor/ Masters in any discipline or in textile engineering / Apparel Merchandising from any ...,2023,,,,,,,,,,,,,,,
???????? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126417&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ????????????? ???? ?????? ?????? ?,2023,,,,,,,,,,,,,,,
????????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126414&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ????????????? ???? ?????????,2023,,,,,,,,,,,,,,,
????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126412&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ????????????? ???? ?????? ??????? ?????????,2023,,,,,,,,,,,,,,,
Assistant Manager-Commercial,https://jobs.bdjobs.com/jobdetails.asp?id=1126465&fcatId=-1&ln=1,Modiste ( CEPZ ) Limited,Chittagong Epz,At least 6 year(s),"Masters in any discipline preferably Commerce , Preference will be given for candidates having MBA",2023,,,,,,,,,,,,,,,
????????? ??????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126423&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
????????? ????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126420&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
??????? ?????  ????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126427&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
??????? ????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126426&fcatId=-1&ln=2,????? ????????? ???? ????????? ???????,???????? ??? ??????,Na,??????? ???????? ???? ???????????? ?,2023,,,,,,,,,,,,,,,
,,,,,,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,edu-text-d 2,comp_logo src,
QA Intern - Automation testing,https://jobs.bdjobs.com/jobdetails.asp?id=1124412&fcatId=-1&ln=1,a1qa,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
QA Intern - Functional testing,https://jobs.bdjobs.com/jobdetails.asp?id=1124413&fcatId=-1&ln=1,a1qa,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Accounts Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126835&fcatId=-1&ln=1,Ecruise Corporation,Dhaka,At least 5 year(s),Executive Master of Business Administration (EMBA),2023,Master of Business Administration (MBA) in ...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Receptionist,https://jobs.bdjobs.com/jobdetails.asp?id=1126778&fcatId=-1&ln=1,Famex Uposhohor,Sylhet Sadar,Na,Bachelor/Honors In Hospitality and Management,2023,(HSC pass candidates can also apply),,,,,,,,,,,,,,
Virtual E-commerce Assistance,https://jobs.bdjobs.com/jobdetails.asp?id=1126790&fcatId=-1&ln=1,swichsyntech bd,Uttara,2 to 6 year(s),Bachelor degree in any discipline,2023,Diploma in Engineering,,,,,,,,,,,,,,
Sales Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126648&fcatId=-1&ln=3,SKINCARE SHOP,Mohakhali,At least 1 year(s),HSC,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TSM/RSM,https://jobs.bdjobs.com/jobdetails.asp?id=1126827&fcatId=-1&ln=1,R F International,Anywhere in Bangladesh,3 to 6 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Japanese Interpreter,https://jobs.bdjobs.com/jobdetails.asp?id=1126720&fcatId=-1&ln=3,Evergreen Products Factory (BD) Ltd.,Nilphamari,3 to 5 year(s),Preference will be given to degree pass candidates,2023,,,,,,,,,,,,,,,
Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126788&fcatId=-1&ln=1,Scholars Zone,Gulshan,At least 2 year(s),Bachelor degree in any discipline,2023,"Educational Consultant (Australia, Canada, Malaysia, USA, China, ...",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Office Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126831&fcatId=-1&ln=3,Future Lifestyle,Mirpur,Na,HSC,2023,,,,,,,,,,,,,,,
Graphics Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1126826&fcatId=-1&ln=1,LEGEND school,Dhaka,Na,Bachelor of Fine Arts (B.F.A),2023,Diploma in Graphics Design/ Fine Arts/ Bachelor in Graphics ...,,,,,,,,,,,,,,
Customer Relationship Officer (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1126823&fcatId=-1&ln=1,Laptop Mart CTG,Chattogram,Na,,2023,,,,,,,,,,,,,,,
Sr. Executive/ Assistant Manager (VAT),https://jobs.bdjobs.com/jobdetails.asp?id=1126812&fcatId=-1&ln=1,Kalyar Replica Limited,Gazipur,4 to 5 year(s),MBA/ Master`s in any discipline from a reputed university.,2023,PGD/Diploma in VAT management desirable,,,,,,,,,,,,,,
Tele Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126786&fcatId=-1&ln=1,HL Laser Care.,"Uttara, Banani",Na,SSC/ HSC/ BBA/ BBS/ BA/ B.Sc / Graduate & Fresher,2023,,,,,,,,,,,,,,,
Receptionist (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1126768&fcatId=-1&ln=1,Pacific International Dhaka,Mohakhali,Na,SSC,2023,HSC,,,,,,,,,,,,,,
Fit and Garment Technologist,https://jobs.bdjobs.com/jobdetails.asp?id=1126767&fcatId=-1&ln=1,INTERNATIONAL BUYING HOUSE,Uttara,3 to 5 year(s),Bachelor of Science (BSc) in: Apparel Manufacturing & Technology,2023,Fashion Design & Technology ...,,,,,,,,,,,,,,
AGM - Sales,https://jobs.bdjobs.com/jobdetails.asp?id=1126764&fcatId=-1&ln=1,Rupayan Group,Dhaka,At least 13 year(s),Post-Graduation (preferably in Marketing) from any reputed University,2023,,,,,,,,,,,,,,,
Graphic Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1126762&fcatId=-1&ln=3,Lecture Publications Limited,Paltan,2 to 5 year(s),Kamil / Dawra-e-Hadith / Master of Fine Arts & Bachelor of Fine Arts (Preference will be given to ...,2023,,,,,,,,,,,,,,,
Student Counsellor,https://jobs.bdjobs.com/jobdetails.asp?id=1126754&fcatId=-1&ln=1,European International,Sylhet,Na,Bachelor degree in any discipline.,2023,,,,,,,,,,,,,,,
??????? ??? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126435&fcatId=-1&ln=2,HARD GROUP,"???????, ?????????, ????????",Na,?? ??? ????? ?????? / ???????????,2023,,,,,,,,,,,,,,,
Senior Marketing Executive (Textile Dyes & Aux),https://jobs.bdjobs.com/jobdetails.asp?id=1126620&fcatId=-1&ln=1,Big Sunshine (BD),"Dhaka, Gazipur, Narayanganj, Narsingdi, Savar, Uttara",At least 4 year(s),Bachelor of Science (BSc) in Wet Processing,2023,,,,,,,,,,,,,,,
HR Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126436&fcatId=-1&ln=1,SOFTIC,Banglamotor,2 to 4 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
Executive (Sales & Marketing),https://jobs.bdjobs.com/jobdetails.asp?id=1126621&fcatId=-1&ln=3,Saleha Metal Industries Limited,Dhaka,3 to 5 year(s),Master of Business Administration (MBA) in Marketing,2023,Bachelor of Business Administration (BBA) in ...,,,,,,,,,,,,,,
Merchandiser,https://jobs.bdjobs.com/jobdetails.asp?id=1126726&fcatId=-1&ln=1,HRM Textil GmbH,Dhaka,3 to 4 year(s),B.Sc. in Textile Engineering/ BBA/ MBA/Masters from any reputed university.,2023,,,,,,,,,,,,,,,
Digital Marketing Expert,https://jobs.bdjobs.com/jobdetails.asp?id=1126635&fcatId=-1&ln=1,IMBD Agency,Banani,0 to 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Sr. Executive, Email Marketing & Digital Promotion",https://jobs.bdjobs.com/jobdetails.asp?id=1126649&fcatId=-1&ln=1,E. B. Solutions Ltd.,Dhanmondi,At least 3 year(s),Bachelor of Business Administration (BBA) in any discipline,2023,Master of Business Administration (MBA) ...,,,,,,,,,,,,,,
Jr. Instructor (Tech.),https://jobs.bdjobs.com/jobdetails.asp?id=1126707&fcatId=-1&ln=1,Dhamrai Prince Polytechnic & Medical institute,Dhaka,Na,Candidates must have a 4-year B.Sc. in CSE/ B.Sc. in EEE/ B.Sc. in Textile Engineering from any ...,2023,,,,,,,,,,,,,,,
Executive Data Analyst (Night Shift),https://jobs.bdjobs.com/jobdetails.asp?id=1126642&fcatId=-1&ln=1,SK.IT CENTRE,"Uttara, Uttara West",1 to 3 year(s),Bachelor degree in any discipline,2023,A Level,,,,,,,,,,,,,,
Front End Developer,https://jobs.bdjobs.com/jobdetails.asp?id=1126217&fcatId=-1&ln=1,Brain Craft Ltd.,Mohakhali,At least 3 year(s),Bachelor`s degree in any discipline.,2023,,,,,,,,,,,,,,,
Senior Executive - Finance & Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1126701&fcatId=-1&ln=1,Aircom Technology Ltd.,Dhaka,2 to 3 year(s),Minimum 4 years Bachelor with Master`s degree in Accounting / Finance./ 2nd part completed CMA,2023,,,,,,,,,,,,,,,
Executive Service Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1126700&fcatId=-1&ln=1,Aircom Technology Ltd.,Dhaka,1 to 2 year(s),B.Sc in Mechanical/ EEE from reputed University or 4 years Diploma in Engineering,2023,,,,,,,,,,,,,,,
Executive Sales & Marketing Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1126699&fcatId=-1&ln=1,Aircom Technology Ltd.,Dhaka,1 to 2 year(s),B.Sc in Mechanical/ EEE from reputed University or 4 years Diploma in Engineering,2023,,,,,,,,,,,,,,,
Data Management and Operations Specialist,https://jobs.bdjobs.com/jobdetails.asp?id=1126643&fcatId=-1&ln=1,Remote Kitchen,Anywhere in Bangladesh,At least 2 year(s),"Bachelor`s degree in computer science, mathematics, statistics, or related field",2023,,,,,,,,,,,,,,,
????????? /???????? ??????? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126697&fcatId=-1&ln=2,?????????? ?????????????? ???????????? ??????????? ??? (???????),?????????,Na,??????,2023,,,,,,,,,,,,,,,
?????????? / ?????????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126696&fcatId=-1&ln=2,?????????? ?????????????? ???????????? ??????????? ??? (???????),?????????,At least 2 year(s),????????/????????? ???????? ???????? ??????? ??????????,2023,,,,,,,,,,,,,,,
?????? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1126695&fcatId=-1&ln=2,?????????? ?????????????? ???????????? ??????????? ??? (???????),?????????,Na,??????(????????????),2023,,,,,,,,,,,,,,,
General Manager (Head of Execution & Operation for Interior Design ),https://jobs.bdjobs.com/jobdetails.asp?id=1126672&fcatId=-1&ln=1,Concord Group,Dhaka,At least 14 year(s),B.Sc Civil Engineering/Bachelor of Architecture from Reputed University.,2023,,,,,,,,,,,,,,,
Merchandiser - Sweater & Knit (Female only),https://jobs.bdjobs.com/jobdetails.asp?id=1126662&fcatId=-1&ln=1,Refined Clothing,Dhaka,At least 6 year(s),Bachelor degree in any discipline,2023,Candidates from production unit or who have Apparel related study ...,,,,,,,,,,,,,,
Sales Manager - Garment Accessories,https://jobs.bdjobs.com/jobdetails.asp?id=1126657&fcatId=-1&ln=1,A Leading Industrial (Garment) Accessories Supplier,"Dhaka, Gazipur",At least 10 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Receptionist (Male & Female),https://jobs.bdjobs.com/jobdetails.asp?id=1126651&fcatId=-1&ln=1,Bashundhara Employment Services,Paltan,4 to 5 year(s),Bachelor degree in any discipline,2023,Can be relaxed for exceptional candidates.,,,,,,,,,,,,,,
,,,,,,,,job-title-text href,comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,edu-text-d 2,comp_logo src
QA Intern - Automation testing,https://jobs.bdjobs.com/jobdetails.asp?id=1124412&fcatId=-1&ln=1,a1qa,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
QA Intern - Functional testing,https://jobs.bdjobs.com/jobdetails.asp?id=1124413&fcatId=-1&ln=1,a1qa,Anywhere in Bangladesh,Na,Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Accounts Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1126835&fcatId=-1&ln=1,Ecruise Corporation,Dhaka,At least 5 year(s),Executive Master of Business Administration (EMBA),2023,Master of Business Administration (MBA) in ...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Receptionist,https://jobs.bdjobs.com/jobdetails.asp?id=1126778&fcatId=-1&ln=1,Famex Uposhohor,Sylhet Sadar,Na,Bachelor/Honors In Hospitality and Management,2023,(HSC pass candidates can also apply),,,,,,,,,,,,,,
Virtual E-commerce Assistance,https://jobs.bdjobs.com/jobdetails.asp?id=1126790&fcatId=-1&ln=1,swichsyntech bd,Uttara,2 to 6 year(s),Bachelor degree in any discipline,2023,Diploma in Engineering,,,,,,,,,,,,,,
Sales Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126648&fcatId=-1&ln=3,SKINCARE SHOP,Mohakhali,At least 1 year(s),HSC,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TSM/RSM,https://jobs.bdjobs.com/jobdetails.asp?id=1126827&fcatId=-1&ln=1,R F International,Anywhere in Bangladesh,3 to 6 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Japanese Interpreter,https://jobs.bdjobs.com/jobdetails.asp?id=1126720&fcatId=-1&ln=3,Evergreen Products Factory (BD) Ltd.,Nilphamari,3 to 5 year(s),Preference will be given to degree pass candidates,2023,,,,,,,,,,,,,,,
Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126788&fcatId=-1&ln=1,Scholars Zone,Gulshan,At least 2 year(s),Bachelor degree in any discipline,2023,"Educational Consultant (Australia, Canada, Malaysia, USA, China, ...",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Office Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126831&fcatId=-1&ln=3,Future Lifestyle,Mirpur,Na,HSC,2023,,,,,,,,,,,,,,,
Graphics Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1126826&fcatId=-1&ln=1,LEGEND school,Dhaka,Na,Bachelor of Fine Arts (B.F.A),2023,Diploma in Graphics Design/ Fine Arts/ Bachelor in Graphics ...,,,,,,,,,,,,,,
Customer Relationship Officer (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1126823&fcatId=-1&ln=1,Laptop Mart CTG,Chattogram,Na,,2023,,,,,,,,,,,,,,,
Sr. Executive/ Assistant Manager (VAT),https://jobs.bdjobs.com/jobdetails.asp?id=1126812&fcatId=-1&ln=1,Kalyar Replica Limited,Gazipur,4 to 5 year(s),MBA/ Master`s in any discipline from a reputed university.,2023,PGD/Diploma in VAT management desirable,,,,,,,,,,,,,,
Tele Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126786&fcatId=-1&ln=1,HL Laser Care.,"Uttara, Banani",Na,SSC/ HSC/ BBA/ BBS/ BA/ B.Sc / Graduate & Fresher,2023,,,,,,,,,,,,,,,
Receptionist (Female),https://jobs.bdjobs.com/jobdetails.asp?id=1126768&fcatId=-1&ln=1,Pacific International Dhaka,Mohakhali,Na,SSC,2023,HSC,,,,,,,,,,,,,,
Fit and Garment Technologist,https://jobs.bdjobs.com/jobdetails.asp?id=1126767&fcatId=-1&ln=1,INTERNATIONAL BUYING HOUSE,Uttara,3 to 5 year(s),Bachelor of Science (BSc) in: Apparel Manufacturing & Technology,2023,Fashion Design & Technology ...,,,,,,,,,,,,,,
AGM - Sales,https://jobs.bdjobs.com/jobdetails.asp?id=1126764&fcatId=-1&ln=1,Rupayan Group,Dhaka,At least 13 year(s),Post-Graduation (preferably in Marketing) from any reputed University,2023,,,,,,,,,,,,,,,
Graphic Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1126762&fcatId=-1&ln=3,Lecture Publications Limited,Paltan,2 to 5 year(s),Kamil / Dawra-e-Hadith / Master of Fine Arts & Bachelor of Fine Arts (Preference will be given to ...,2023,,,,,,,,,,,,,,,
Student Counsellor,https://jobs.bdjobs.com/jobdetails.asp?id=1126754&fcatId=-1&ln=1,European International,Sylhet,Na,Bachelor degree in any discipline.,2023,,,,,,,,,,,,,,,
??????? ??? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1126435&fcatId=-1&ln=2,HARD GROUP,"???????, ?????????, ????????",Na,?? ??? ????? ?????? / ???????????,2023,,,,,,,,,,,,,,,
Senior Marketing Executive (Textile Dyes & Aux),https://jobs.bdjobs.com/jobdetails.asp?id=1126620&fcatId=-1&ln=1,Big Sunshine (BD),"Dhaka, Gazipur, Narayanganj, Narsingdi, Savar, Uttara",At least 4 year(s),Bachelor of Science (BSc) in Wet Processing,2023,,,,,,,,,,,,,,,
HR Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1126436&fcatId=-1&ln=1,SOFTIC,Banglamotor,2 to 4 year(s),Master of Business Administration (MBA),2023,,,,,,,,,,,,,,,
Executive (Sales & Marketing),https://jobs.bdjobs.com/jobdetails.asp?id=1126621&fcatId=-1&ln=3,Saleha Metal Industries Limited,Dhaka,3 to 5 year(s),Master of Business Administration (MBA) in Marketing,2023,Bachelor of Business Administration (BBA) in ...,,,,,,,,,,,,,,
Merchandiser,https://jobs.bdjobs.com/jobdetails.asp?id=1126726&fcatId=-1&ln=1,HRM Textil GmbH,Dhaka,3 to 4 year(s),B.Sc. in Textile Engineering/ BBA/ MBA/Masters from any reputed university.,2023,,,,,,,,,,,,,,,
Digital Marketing Expert,https://jobs.bdjobs.com/jobdetails.asp?id=1126635&fcatId=-1&ln=1,IMBD Agency,Banani,0 to 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
"Sr. Executive, Email Marketing & Digital Promotion",https://jobs.bdjobs.com/jobdetails.asp?id=1126649&fcatId=-1&ln=1,E. B. Solutions Ltd.,Dhanmondi,At least 3 year(s),Bachelor of Business Administration (BBA) in any discipline,2023,Master of Business Administration (MBA) ...,,,,,,,,,,,,,,
Jr. Instructor (Tech.),https://jobs.bdjobs.com/jobdetails.asp?id=1126707&fcatId=-1&ln=1,Dhamrai Prince Polytechnic & Medical institute,Dhaka,Na,Candidates must have a 4-year B.Sc. in CSE/ B.Sc. in EEE/ B.Sc. in Textile Engineering from any ...,2023,,,,,,,,,,,,,,,
Executive Data Analyst (Night Shift),https://jobs.bdjobs.com/jobdetails.asp?id=1126642&fcatId=-1&ln=1,SK.IT CENTRE,"Uttara, Uttara West",1 to 3 year(s),Bachelor degree in any discipline,2023,A Level,,,,,,,,,,,,,,
