Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
Bangladesh Studies Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131891&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Arts (MA) in Languages,2023,10-Apr,,,,,,,,,,,,,,
Executive - Content Development,https://jobs.bdjobs.com/jobdetails.asp?id=1132571&fcatId=-1&ln=1,Bdjobs.com Limited,Kawran Bazar,Na,Bachelor degree from any reputed university.,2023,20-Mar,,,,,,,,,,,,,,
Computer Science Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131895&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Science (MSc) in Computer Science,2023,10-Apr,,,,,,,,,,,,,,
"Executive, Sales & Marketing",https://jobs.bdjobs.com/jobdetails.asp?id=1131706&fcatId=-1&ln=1,ULTIMA Bangladesh,Anywhere in Bangladesh,At least 2 year(s),HSC/ Diploma in Electrical,2023,31-Mar,,,,,,,,,,,,,,
English Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131903&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Arts (MA) in English,2023,10-Apr,,,,,,,,,,,,,,
Senior Officer - (Production) Dyeing,https://jobs.bdjobs.com/jobdetails.asp?id=1132569&fcatId=-1&ln=1,Fakir Fashion Ltd.,Narayanganj,2 to 4 year(s),Bachelor of Science (BSc) in Textile Engineering(Wet Processing),2023,25-Mar,,,,,,,,,,,,,,
Humanities Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131907&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Arts (MA) in History or Geography,2023,10-Apr,,,,,,,,,,,,,,
Manager - Communication,https://jobs.bdjobs.com/jobdetails.asp?id=1131818&fcatId=-1&ln=1,Christian Commission for Development in Bangladesh (CCDB),Dhaka,At least 5 year(s),"Graduate/Post Graduate is required, ideally in Communication, Mass Media and Journalism and other ...",2023,28-Mar,,,,,,,,,,,,,,
Mathematics Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131911&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Science (MSc) in Mathematics,2023,10-Apr,,,,,,,,,,,,,,
Office Assistant,https://jobs.bdjobs.com/jobdetails.asp?id=1132338&fcatId=-1&ln=1,Paradise International,Banani,At least 3 year(s),SSC,2023,12-Apr,,,,,,,,,,,,,,
Music Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131913&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Arts (MA) in Music,2023,10-Apr,,,,,,,,,,,,,,
Asstt. Admin Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1129993&fcatId=-1&ln=1,Paradise International,Banani,At least 3 year(s),SSC,2023,12-Apr,,,,,,,,,,,,,,
Assistant Manager - Accounts,https://jobs.bdjobs.com/jobdetails.asp?id=1132561&fcatId=-1&ln=1,A leading Textile Group of Industries,Dhaka,5 to 10 year(s),Master of Commerce (MCom) in Accounting,2023,28-Mar,,,,,,,,,,,,,,
Executive - PMD (Ophthalmic),https://jobs.bdjobs.com/jobdetails.asp?id=1132559&fcatId=-1&ln=1,Pacific Pharmaceuticals Ltd.,Dhaka,3 to 5 year(s),The incumbent should be M. Pharm from any reputed University.,2023,13-Apr,,,,,,,,,,,,,,
Physical Education Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131916&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Bachelor of Physical Education (BPEd),2023,10-Apr,,,,,,,,,,,,,,
,,,,,,,,job-title-text href,comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,edu-text-d 2,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,
Sr. Manager/ AGM - Sustainability,https://jobs.bdjobs.com/jobdetails.asp?id=1132560&fcatId=-1&ln=1,FCI (BD) Ltd.,Chittagong Epz,At least 10 year(s),Bachelor degree in any discipline,2023,20-Mar,,,,,,,,,,,,,,
????? ????? ????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132556&fcatId=-1&ln=2,Nasreen Zamir And Associates,????????,Na,,2023,13-Apr,,,,,,,,,,,,,,
"Manager/ Sr. Manager, Business Development (BRAC Enterprises)",https://jobs.bdjobs.com/jobdetails.asp?id=1132373&fcatId=-1&ln=1,BRAC Enterprises,Dhaka,At least 3 year(s),The candidate should have Bachelors/ Masters in any discipline with minimum 2nd class/ division or ...,2023,26-Mar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Science Teacher,https://jobs.bdjobs.com/jobdetails.asp?id=1131920&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Science (MSc) in Science,2023,10-Apr,,,,,,,,,,,,,,
Housemaster (Deputy Head Pastoral),https://jobs.bdjobs.com/jobdetails.asp?id=1131924&fcatId=-1&ln=1,Haileybury Bhaluka,Bhaluka,At least 3 year(s),Master of Education (M.Ed) in Arts,2023,10-Apr,,,,,,,,,,,,,,
Accounts & Tax Associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132558&fcatId=-1&ln=1,A Well Reputed Accountancy Firm,Anywhere in Bangladesh,At least 2 year(s),Graduates from any UK Universities with UK Accounting Knowledge will be given priority.,2023,12-Apr,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Project Engineer/ Asst. Project Engineer (Civil),https://jobs.bdjobs.com/jobdetails.asp?id=1132557&fcatId=-1&ln=1,BD INTERIOR,Anywhere in Bangladesh,1 to 5 year(s),Bachelor in Engineering (BEngg) in Civil Engineering,2023,12-Apr,,,,,,,,,,,,,,
Senior Executive / Executive - Supply Chain,https://jobs.bdjobs.com/jobdetails.asp?id=1132191&fcatId=-1&ln=1,M. M. Ispahani Limited,Chattogram,2 to 5 year(s),Master of Science (MSc),2023,20-Mar,,,,,,,,,,,,,,
Authorized Representative (Trader),https://jobs.bdjobs.com/jobdetails.asp?id=1131011&fcatId=-1&ln=1,Bluechip Securities Ltd.,Anywhere in Bangladesh,At least 5 year(s),Bachelor degree in any discipline,2023,8-Apr,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Principle Scientific Officer/ Scientific Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132237&fcatId=-1&ln=1,Ispahani Agro Limited,Anywhere in Bangladesh,4 to 7 year(s),Master of Science (MSc) in "Entomology" or "Plant Pathology" from reputed public agricultural ...,2023,20-Mar,,,,,,,,,,,,,,
Diploma Veterinary  Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132090&fcatId=-1&ln=1,Ustar Agro Solution Ltd,Anywhere in Bangladesh,At least 5 year(s),Diploma in Livestock in Veterinary Science,2023,11-Apr,,,,,,,,,,,,,,
Financial Analyst,https://jobs.bdjobs.com/jobdetails.asp?id=1132493&fcatId=-1&ln=1,Kenpark Bangladesh Apparel (PVT) LTD,Chittagong Epz,1 to 3 year(s),Master of Business Administration (MBA) in Finance & Banking,2023,31-Mar,,,,,,,,,,,,,,
Lead Architect - Retail Store Design & Development,https://jobs.bdjobs.com/jobdetails.asp?id=1132552&fcatId=-1&ln=1,Apex Footwear Limited,Gulshan,8 to 12 year(s),Bachelor of Architecture (B.Arch),2023,13-Apr,,,,,,,,,,,,,,
DGM/ GM - Production (Spinning Mills),https://jobs.bdjobs.com/jobdetails.asp?id=1132548&fcatId=-1&ln=1,Jamuna High Tech Spinning Mills Ltd. (Jamuna Group),Habiganj,At least 15 year(s),B.Sc/ M.Sc in Textile Engineering from any reputed Public University.,2023,31-Mar,,,,,,,,,,,,,,
AGM - Dyeing,https://jobs.bdjobs.com/jobdetails.asp?id=1132531&fcatId=-1&ln=1,A Leading Knit Dyeing Textile Mill,Savar,8 to 12 year(s),B.Sc in Textile Engineering(Wet Processing) from any reputed university,2023,13-Apr,,,,,,,,,,,,,,
Online Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132546&fcatId=-1&ln=3,MoonTex Weaving mills,Dhaka,Na,"SSC, HSC, Diploma in Business Studies, Bachelor of Business Administration (BBA)",2023,13-Apr,,,,,,,,,,,,,,
Deputy Manager/ Manager - Production Planning & Control,https://jobs.bdjobs.com/jobdetails.asp?id=1132529&fcatId=-1&ln=1,Cosmopolitan Industries Private Limited,Savar,At least 3 year(s),Bachelor degree in any discipline,2023,20-Mar,,,,,,,,,,,,,,
??????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132547&fcatId=-1&ln=2,SAVANNA Agro Limited,?????????? ?????? ??????,Na,?????????? ????????,2023,31-Mar,,,,,,,,,,,,,,
????????? ???/ ??? ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132545&fcatId=-1&ln=2,SAVANNA Agro Limited,?????????? ?????? ??????,Na,??????,2023,31-Mar,,,,,,,,,,,,,,
Business Development Partner,https://jobs.bdjobs.com/jobdetails.asp?id=1132432&fcatId=-1&ln=1,Jintaida Bangladesh (A JV of XOLAREN Bangladesh and Jintaida Int.),Anywhere in Bangladesh,2 to 4 year(s),Bachelor degree in any discipline,2023,13-Apr,,,,,,,,,,,,,,
Sales Engineer - Card Clothing (Spinning Mills),https://jobs.bdjobs.com/jobdetails.asp?id=1130502&fcatId=-1&ln=1,Euro Group,Dhaka,4 to 6 year(s),Bachelor of Science (BSc) in Textiles Engineer,2023,11-Apr,,,,,,,,,,,,,,
"Executive, Engineering",https://jobs.bdjobs.com/jobdetails.asp?id=1132498&fcatId=-1&ln=1,ACI HealthCare Limited,Sonargaon,2 to 4 year(s),Bachelor of Science (BSc) in Mechanical Engineering,2023,21-Mar,,,,,,,,,,,,,,
Assistant Manager  - GPQ (Fabric Quality),https://jobs.bdjobs.com/jobdetails.asp?id=1132524&fcatId=-1&ln=1,Fakir Fashion Ltd.,Narayanganj,6 to 8 year(s),B.Sc in Textile,2023,24-Mar,,,,,,,,,,,,,,
"Senior Engineer, Mechanical",https://jobs.bdjobs.com/jobdetails.asp?id=1132538&fcatId=-1&ln=1,BSRM Group of Companies,Mirsharai,5 to 7 year(s),B.Sc in Mechanical Engineering from any reputed public or private university.,2023,24-Mar,,,,,,,,,,,,,,
Accounts Manager / Asstt Accounts Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132536&fcatId=-1&ln=1,A well reputed Thai & Chinese Chain Restaurant Company,Dhaka,5 to 7 year(s),Minimum M. Com in Accounting with B. Com and CACC will be added advantage.,2023,20-Mar,,,,,,,,,,,,,,
Restaurant Manager/Asstt Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132533&fcatId=-1&ln=1,A Well Reputed Thai & Chinese Chain Restaurant Company,Dhaka,Na,Minimum bachelor degree in any discipline.,2023,5-Apr,,,,,,,,,,,,,,
Assistant Manager - Core IT Network (Factory Complex),https://jobs.bdjobs.com/jobdetails.asp?id=1132167&fcatId=-1&ln=1,Meghna Group of Industries.,Narayanganj,At least 4 year(s),B.Sc in any Engineering Background,2023,20-Mar,,,,,,,,,,,,,,
"Associate Officer, MIS",https://jobs.bdjobs.com/jobdetails.asp?id=1132522&fcatId=-1&ln=1,Ayesha Abed Foundation,"Jamalpur, Jamalpur Sadar",Na,A Graduate (preferably B.Sc or Diploma in Computer Science/ CSE) from any reputed university,2023,28-Mar,,,,,,,,,,,,,,
IT Service Engineer (Technical Support),https://jobs.bdjobs.com/jobdetails.asp?id=1132437&fcatId=-1&ln=1,Quick Star,Dhanmondi,2 to 4 year(s),8 Pass,2023,12-Apr,,,,,,,,,,,,,,
Planning Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132379&fcatId=-1&ln=1,IHI-SMCC-JV,Tangail,At least 3 year(s),Bachelor in Engineering (BEngg) in Civil Engineering,2023,25-Mar,,,,,,,,,,,,,,
"Senior Project Officer (Hygiene Promotion), WASH, HCMP (Re-advertisement)",https://jobs.bdjobs.com/jobdetails.asp?id=1132526&fcatId=-1&ln=1,BRAC.,Ukhia,At least 2 year(s),"Masters or equivalent in Public Health, Nutrition, Social science and relevant subject from any ...",2023,24-Mar,,,,,,,,,,,,,,
???????,https://jobs.bdjobs.com/jobdetails.asp?id=1132521&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,21-Mar,,,,,,,,,,,,,,
????,https://jobs.bdjobs.com/jobdetails.asp?id=1132523&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,21-Mar,,,,,,,,,,,,,,
Office Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132514&fcatId=-1&ln=1,ACE CONSULTANTS LTD.,Dhaka,At least 2 year(s),Bachelor of Arts (BA),2023,30-Mar,,,,,,,,,,,,,,
?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132292&fcatId=-1&ln=2,Al Hekmah International School,?????????,Na,????? ?????? ???,2023,21-Mar,,,,,,,,,,,,,,
"Senior Executive - Formulation Development, R&D",https://jobs.bdjobs.com/jobdetails.asp?id=1132518&fcatId=-1&ln=1,DBL Pharmaceuticals Ltd. (A concern of DBL Group),Gazipur,At least 4 year(s),M. Pharm/ B. Pharm from reputed University.,2023,24-Mar,,,,,,,,,,,,,,
Sr. Merchandiser (Activewear/ Sportwear),https://jobs.bdjobs.com/jobdetails.asp?id=1131054&fcatId=-1&ln=1,Kross Sportswear Limited,Anywhere in Bangladesh,At least 7 year(s),Masters degree in any discipline,2023,16-Mar,,,,,,,,,,,,,,
Area Manager (Footwear),https://jobs.bdjobs.com/jobdetails.asp?id=1131032&fcatId=-1&ln=3,Kross Sportswear Limited,Anywhere in Bangladesh,At least 5 year(s),Masters degree in any discipline,2023,20-Mar,,,,,,,,,,,,,,
Manager/ Senior Manager - GPQ (Fabric Quality),https://jobs.bdjobs.com/jobdetails.asp?id=1132512&fcatId=-1&ln=1,Fakir Fashion Ltd.,Narayanganj,10 to 12 year(s),B.Sc in Textile,2023,24-Mar,,,,,,,,,,,,,,
Physiotherapist (Rehabilitation Officer cum Team Focal),https://jobs.bdjobs.com/jobdetails.asp?id=1132446&fcatId=-1&ln=1,Centre for Disability in Development (CDD),Ukhia,Na,BSc in Physiotherapy from a reputed institution,2023,18-Mar,,,,,,,,,,,,,,
,,,,,,,"""job-title-text",comp-name-text,locon-text-d,locon-text-d src,edu-text-d src,edu-text-d,edu-text-d 2,exp-text-d,exp-text-d src,dead-text-s,dead-text-s src,dead-text-d,dead-text-d 2,,
Head of Civil Construction Team (Sr. Manager/AGM),https://jobs.bdjobs.com/jobdetails.asp?id=1132504&fcatId=-1&ln=1,Kiam Metal Industries Limited,Mirsharai,At least 15 year(s),M.Sc./B.Sc. in Civil Engineering from any reputed University.,2023,25-Mar,,,,,,,,,,,,,,
Manager (Construction),https://jobs.bdjobs.com/jobdetails.asp?id=1132515&fcatId=-1&ln=1,Police Trust Construction & Development,Anywhere in Bangladesh,At least 7 year(s),Bachelor of Science (BSc) in Civil Engineering From BUET/CUET/KUET/RUET,2023,13-Apr,,,,,,,,,,,,,,
Sub-Assistant Engineer Civil,https://jobs.bdjobs.com/jobdetails.asp?id=1132510&fcatId=-1&ln=1,Kiam Metal Industries Limited,Mirsharai,At least 5 year(s),Diploma in Civil Engineering from a reputed institute.,2023,25-Mar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Associate Consultant,https://jobs.bdjobs.com/jobdetails.asp?id=1132158&fcatId=-1&ln=1,Groyyo Bangladesh Pvt Ltd,Anywhere in Bangladesh,2 to 5 year(s),Bachelor degree in any discipline,2023,17-Mar,,,,,,,,,,,,,,
Sales Officer (SO),https://jobs.bdjobs.com/jobdetails.asp?id=1132511&fcatId=-1&ln=1,Fu-Wang Foods Ltd,Dhaka,2 to 3 year(s),HSC,2023,23-Mar,,,,,,,,,,,,,,
??? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132487&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,2 to 3 year(s),???.??.??/?????? ????,2023,25-Mar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Deputy Manager - HR & Admin,https://jobs.bdjobs.com/jobdetails.asp?id=1132505&fcatId=-1&ln=1,Fu-Wang Foods Ltd,Gazipur,At least 5 year(s),Masters in any discipline/MBA in HRM.,2023,23-Mar,,,,,,,,,,,,,,
Officer/ Senior Officer - Accessories Commercial,https://jobs.bdjobs.com/jobdetails.asp?id=1132027&fcatId=-1&ln=1,TALHA GROUP (A strategic alliance with Noman Group),Gulshan,1 to 4 year(s),Bachelor degree in any discipline,2023,31-Mar,,,,,,,,,,,,,,
Telemedicine Call Center/ Customer care Associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132374&fcatId=-1&ln=1,Rangpur Community Medical College Hospital,Rangpur,At least 1 year(s),Bachelor degree in any discipline,2023,23-Mar,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Data Entry Operator (ERP Entry),https://jobs.bdjobs.com/jobdetails.asp?id=1132502&fcatId=-1&ln=1,A Reputed Garments & Textile Group,Narayanganj,0 to 1 year(s),Diploma in Computer,2023,8-Apr,,,,,,,,,,,,,,
"Project Officer- Technical Trainer (Primary Health Care), Food Security, Skills and Livelihood, HCMP",https://jobs.bdjobs.com/jobdetails.asp?id=1132298&fcatId=-1&ln=1,BRAC.,"Teknaf, Ukhia",At least 2 year(s),Diploma in medical technology/ nursing/ health care/ certified trainer for relevant trade  from any ...,2023,23-Mar,,,,,,,,,,,,,,
Nurse,https://jobs.bdjobs.com/jobdetails.asp?id=1132501&fcatId=-1&ln=3,Azmol Physiotherapy and Rehabilitation Center,Anywhere in Bangladesh,0 to 1 year(s),Diploma in Nursing or,2023,13-Apr,,,,,,,,,,,,,,
Office Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132497&fcatId=-1&ln=1,A Reputed Manpower company,Banani,Na,Masters/MBA from any University (any discipline).,2023,12-Apr,,,,,,,,,,,,,,
Executive - ERP,https://jobs.bdjobs.com/jobdetails.asp?id=1132496&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,1 to 3 year(s),Bachelor of Science (BSc) in CSE,2023,13-Apr,,,,,,,,,,,,,,
????????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132484&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,2 to 3 year(s),???.??.??/ ?????? ????,2023,25-Mar,,,,,,,,,,,,,,
???? ?????????? / ????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132480&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,2 to 3 year(s),??????/????????? ????,2023,25-Mar,,,,,,,,,,,,,,
????????? - ????? ? ??????? ????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132485&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,Na,??.??.??/???.??.?? ????,2023,25-Mar,,,,,,,,,,,,,,
????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132490&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,Na,????? ?????? ????,2023,25-Mar,,,,,,,,,,,,,,
????????? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132494&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,Na,????? ?????? ????,2023,25-Mar,,,,,,,,,,,,,,
????/ ???,https://jobs.bdjobs.com/jobdetails.asp?id=1132492&fcatId=-1&ln=2,Disappointment Socio-economic Development Organization (DSDO),?????????,Na,????? ?????? ????,2023,25-Mar,,,,,,,,,,,,,,
Executive - ICT,https://jobs.bdjobs.com/jobdetails.asp?id=1132470&fcatId=-1&ln=1,Fakir Apparels Ltd.,Narayanganj,1 to 3 year(s),Bachelor of Science (BSc) in CSE,2023,13-Apr,,,,,,,,,,,,,,
Specialist - Internal Medicine,https://jobs.bdjobs.com/jobdetails.asp?id=1132483&fcatId=-1&ln=1,Evercare Hospital Dhaka,Dhaka,0 to 3 year(s),FCPS / MD in Medicine,2023,21-Mar,,,,,,,,,,,,,,
Executive/ Sr. Executive (Chairman`s Secretariat),https://jobs.bdjobs.com/jobdetails.asp?id=1132477&fcatId=-1&ln=1,Nitol Motors Limited,Dhaka,3 to 5 year(s),Master`s degree in English/ MBA from a reputed public or private university;,2023,31-Mar,,,,,,,,,,,,,,
"Coordinator-Dyeing & Knitting [Yarn & Chemical], Supply Chain Management",https://jobs.bdjobs.com/jobdetails.asp?id=1132464&fcatId=-1&ln=1,FCI (BD) Ltd.,Chattogram,1 to 2 year(s),Bachelor of Science (BSc) in Yarn Manufacturing,2023,21-Mar,,,,,,,,,,,,,,
Admin Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132478&fcatId=-1&ln=1,Omor Plaza,Rajshahi,At least 2 year(s),Bachelor degree in any discipline,2023,13-Apr,,,,,,,,,,,,,,
"Executive, Sales & Marketing (Spinning)",https://jobs.bdjobs.com/jobdetails.asp?id=1132479&fcatId=-1&ln=1,VIYELLATEX Spinning Ltd,Dhaka,3 to 5 year(s),Bachelors/ Masters in Business Administration or Commerce,2023,13-Apr,,,,,,,,,,,,,,
Batch in-charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132465&fcatId=-1&ln=1,"Interstoff Apparels Limited, Chandra Kaliakoir, Gazipur.",Gazipur,8 to 10 year(s),Graduation,2023,10-Apr,,,,,,,,,,,,,,
Housekeeping Supervisor,https://jobs.bdjobs.com/jobdetails.asp?id=1132466&fcatId=-1&ln=1,House 10,Dhaka,3 to 5 year(s),Diploma in Hotel Management,2023,13-Apr,,,,,,,,,,,,,,
?????? ???????,https://jobs.bdjobs.com/jobdetails.asp?id=1132472&fcatId=-1&ln=2,??????,?????,Na,Masters degree in any discipline,2023,22-Mar,,,,,,,,,,,,,,
Deputy Manager /Asst. Manager - Business Development,https://jobs.bdjobs.com/jobdetails.asp?id=1132427&fcatId=-1&ln=1,Freshco Distribution,Anywhere in Bangladesh,At least 5 year(s),Bachelor of Business Studies (BBS),2023,12-Apr,,,,,,,,,,,,,,
Manager - Business Development,https://jobs.bdjobs.com/jobdetails.asp?id=1132423&fcatId=-1&ln=1,Freshco Distribution,Anywhere in Bangladesh,At least 5 year(s),Bachelor of Business Studies (BBS),2023,12-Apr,,,,,,,,,,,,,,
Sample Manager (Jacket),https://jobs.bdjobs.com/jobdetails.asp?id=1131038&fcatId=-1&ln=1,Dong Bang Facilities (BD) Ltd.,Savar,8 to 10 year(s),Bachelor of Science (BSc) in Textile Engineering,2023,13-Apr,,,,,,,,,,,,,,
Executive - Fabric Planning,https://jobs.bdjobs.com/jobdetails.asp?id=1132259&fcatId=-1&ln=1,"Interstoff Apparels Limited, Chandra Kaliakoir, Gazipur.",Gazipur,2 to 3 year(s),B. Sc in Textile/IPE from any Textile Institute or M. Sc from any reputed University,2023,10-Apr,,,,,,,,,,,,,,
APM (Woven Garment),https://jobs.bdjobs.com/jobdetails.asp?id=1132461&fcatId=-1&ln=1,Youngone Group - Chittagong,Chattogram,At least 8 year(s),Masters in any discipline / B.Sc in Engineering,2023,31-Mar,,,,,,,,,,,,,,
Planning - Intern,https://jobs.bdjobs.com/jobdetails.asp?id=1132456&fcatId=-1&ln=1,MAS Intimates Bangladesh (Pvt.) Ltd.,Chattogram,Na,Bachelor degree in any discipline,2023,18-Mar,,,,,,,,,,,,,,
Telemarketing Executive (Night Shift),https://jobs.bdjobs.com/jobdetails.asp?id=1132455&fcatId=-1&ln=1,SYNERGY BUSINESS SOLUTION,Dhaka,At least 1 year(s),Bachelor degree in any discipline,2023,13-Apr,,,,,,,,,,,,,,
Front Desk Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132453&fcatId=-1&ln=1,Capita Group,Banani,At least 1 year(s),Bachelor degree in any discipline,2023,13-Apr,,,,,,,,,,,,,,
"Section Head - Safety & Security, BOGCL",https://jobs.bdjobs.com/jobdetails.asp?id=1132444&fcatId=-1&ln=1,Bashundhara Group,South Keraniganj,At least 5 year(s),Bachelor/ Master degree in any discipline from any reputed university,2023,21-Mar,,,,,,,,,,,,,,
Sr. Admin Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132443&fcatId=-1&ln=1,Bangabandhu Memorial Hospital,Chattogram,4 to 5 year(s),Post-Graduation/Graduation in any discipline.,2023,12-Apr,,,,,,,,,,,,,,
AGM - Civil Engineering,https://jobs.bdjobs.com/jobdetails.asp?id=1132439&fcatId=-1&ln=1,A Reputed Garments Group of Companies,Dhaka,10 to 14 year(s),Bachelor of Science (BSc) in Civil Engineering,2023,12-Apr,,,,,,,,,,,,,,
"Zonal Manager, Sales (North-East Zone of Bangladesh)",https://jobs.bdjobs.com/jobdetails.asp?id=1132438&fcatId=-1&ln=1,JAPFA COMFEED BANGLADESH PTE LTD,Anywhere in Bangladesh,At least 14 year(s),DVM or Master Degree,2023,31-Mar,,,,,,,,,,,,,,
