Job Title,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,Date Posted,Source,location,desc,Company name,Deadline ,Job Type,Salary Amount
asst. manager / manager (transport)- acsl,,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Wed Mar 15 2023,Full Time,Negotiable
deputy manager - lingerie production.,,,Gazipur,,,,,2023-10-27,SkillJob,,,DBL Group,Fri Mar 17 2023,Full Time,Negotiable
officer transport (acsl),,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Fri Mar 10 2023,Full Time,Negotiable
fabric analyst & qc,,,Dhaka (Gulshan Badda Link Road),,,,,2023-10-27,SkillJob,,,Fabric Lagbe Ltd,Wed Mar 15 2023,Full Time,20000 - 30000
executive logistics,,,Anywhere,,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Fri Mar 10 2023,Full Time,Negotiable
manager/ deputy manager - supply chain management,,,Anywhere,,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Sat Mar 25 2023,Full Time,Negotiable
project engineer - civil engineering,,,Anywhere,,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Wed Mar 22 2023,Full Time,Negotiable
fire and safety engineer,,,Gazipur,,,,,2023-10-27,SkillJob,,,DBL Group,Mon Mar 20 2023,Full Time,Negotiable
"sr. executive/ asst. manager, supply chain management",,,Anywhere,,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Fri Mar 24 2023,Full Time,Negotiable
"interior designer, architect",,,Dhaka,,,,,2023-10-27,SkillJob,,,DBL Group,Sun Mar 05 2023,Full Time,Negotiable
project manager - civil engineering,,,Anywhere,,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Wed Mar 22 2023,Full Time,Negotiable
"executive, customer relation",,,Dhaka (Motijheel),,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Fri Mar 24 2023,Full Time,Negotiable
management trainee officer (mto),,,Dhaka,,,,,2023-10-27,SkillJob,,,Metro Net Bangladesh Ltd.,Fri Mar 10 2023,Full Time,Negotiable
intern for human resource department,,,"Dhaka, Gulshan",,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Fri Mar 10 2023,Full Time,Negotiable
it assistant (acl factory),,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,Anwar Group of Industries.,Sun Mar 19 2023,Full Time,Negotiable
executive (sales),,,Dhaka,,,,,2023-10-27,SkillJob,,,Metro Net Bangladesh Ltd.,Fri Mar 10 2023,Full Time,20000 - 30000
software engineer - (entry level),,,"Mirpur Dohs, Dhaka",,,,,2023-10-27,SkillJob,,,SaRa Lifestyle Ltd.,Fri Mar 10 2023,Full Time,Negotiable
asp .net - mvc developer,,,Dhaka (Dhanmondi),,,,,2023-10-27,SkillJob,,,Icicle Corporation,Sun Mar 26 2023,Full Time,Negotiable
executive - business development (?????? ???????????? ??????),,,"Dhaka, Bangladesh",,,,,2023-10-27,SkillJob,,,ZAS Corporation,Wed Mar 08 2023,Full Time,Negotiable
executive/sr. executive (ehs),,,Dhaka,,,,,2023-10-27,SkillJob,,,Shanta Holdings Ltd.,Thu Mar 16 2023,Full Time,Negotiable
sales executive (retail shop),,,"Chattogram, Cumilla, Dhaka, Nilphamari, Rajshahi, Rangpur, Cox'S Bazar (Cox'S Bazar Sadar), Cumilla (Cumilla Adarsha Sadar), Dhaka (Badda, Khilgaon, Malibagh, Mirpur, Mohakhali, Mohammadpur), Gazipur",,,,,2023-10-27,SkillJob,,,Gprojukti.com Ltd,Thu Mar 23 2023,Full Time,10000 - 15000
software developer (.net),,,"Mirpur Dohs, Dhaka",,,,,2023-10-27,SkillJob,,,SaRa Lifestyle Ltd.,Wed Mar 08 2023,Full Time,30000 - 40000
sales executive (dhaka shop),,,"Dhaka (Badda, Dhanmondi, Khilgaon, Malibagh, Mirpur, Mohakhali, Mohammadpur, Natun Bazar, Ramna, Rampura)",,,,,2023-10-27,SkillJob,,,Gprojukti.com Ltd,Tue Mar 28 2023,Full Time,12000 - 15000
junior graphic designer,,,Dhaka,,,,,2023-10-27,SkillJob,,,BJIT Limited,Wed Mar 29 2023,Full Time,Negotiable
"sr. software engineer (full-stack developer, laravel, react.js/vue js)",,,Anywhere,,,,,2023-10-27,SkillJob,,,IGL Group,Mon Mar 20 2023,Full Time,Negotiable
business analyst,,,Dhaka,,,,,2023-10-27,SkillJob,,,BJIT Limited,Fri Mar 24 2023,Full Time,Negotiable
senior devops/cloud engineer,,,Dhaka,,,,,2023-10-27,SkillJob,,,BJIT Limited,Sun Mar 05 2023,Full Time,Negotiable
trainee devops & cloud engineer,,,Dhaka,,,,,2023-10-27,SkillJob,,,BJIT Limited,Sun Mar 05 2023,Full Time,Negotiable
trainee software engineer - java2 ee,,,Dhaka,,,,,2023-10-27,SkillJob,,,BJIT Limited,Sun Mar 05 2023,Full Time,Negotiable
"senior product executive, aci fertilizer",,,Dhaka,,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Fri Mar 03 2023,Full Time,Negotiable
female student counselor,,,Dhaka (Dhanmondi),,,,,2023-10-27,SkillJob,,,Migration Link,Thu Mar 16 2023,Full Time,Negotiable
trainee audit graduate,,,Dhaka,,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Sun Mar 05 2023,Full Time,Negotiable
sr. assistant general manager,,,Dhaka,,,,,2023-10-27,SkillJob,,,MH Group of Companies,Thu Mar 23 2023,Full Time,Negotiable
"sr. manager/ manager, grocery purchase",,,Dhaka (Tejgaon Industrial Area),,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Tue Mar 07 2023,Full Time,Negotiable
sales coordination executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Wed Mar 08 2023,Full Time,Negotiable
general manager (head of execution & operation for interior design ),,,Dhaka,,,,,2023-10-27,SkillJob,,,Concord Group,Thu Mar 23 2023,Full Time,Negotiable
"assistant general manager - sales (fantasy kingdom complex),concord entertainment company ltd.",,,Dhaka,,,,,2023-10-27,SkillJob,,,Concord Group,Thu Mar 16 2023,Full Time,Negotiable
"manager - operation (sea world, foy's lake complex, chattogram)",,,Chattogram,,,,,2023-10-27,SkillJob,,,Concord Group,Sat Mar 18 2023,Full Time,Negotiable
"manager - security (foy's lake complex, chattogram)",,,Chattogram,,,,,2023-10-27,SkillJob,,,Concord Group,Fri Mar 17 2023,Full Time,Negotiable
manager - security,,,Dhaka(Savar),,,,,2023-10-27,SkillJob,,,Concord Group,Sun Mar 17 2024,Full Time,Negotiable
senior executive - surveillance,,,Dhaka,,,,,2023-10-27,SkillJob,,,Concord Group,Thu Mar 16 2023,Full Time,20000 - 25000
"officer/ senior officer, graphic design and motion graphic",,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,Metrocem Group,Thu Mar 09 2023,Full Time,Negotiable
"officer/ senior officer, brand department",,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,Metrocem Group,Thu Mar 09 2023,Full Time,Negotiable
operations cum customer support call center executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Swosti Limited,Wed Mar 15 2023,Full Time,Negotiable
sales & marketing officer[barisal/khulna divisions only],,,"Barishal, Khulna",,,,,2023-10-27,SkillJob,,,Swosti Limited,Wed Mar 15 2023,Full Time,Negotiable
full stack developer -web & software,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Creative IT Institute,Thu Mar 23 2023,Full Time,Negotiable
aws developer -frontier technologies & innovation,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Creative IT Institute,Thu Mar 23 2023,Full Time,Negotiable
front desk representative,,,Dhaka,,,,,2023-10-27,SkillJob,,,Demand Fashion House,Fri Mar 10 2023,Full Time,Negotiable
"executive, it",,,Dhaka,,,,,2023-10-27,SkillJob,,,Demand Fashion House,Fri Mar 10 2023,Full Time,Negotiable
"manager, quality",,,Anywhare,,,,,2023-10-27,SkillJob,,,SQ Group,Fri Mar 17 2023,Full Time,Negotiable
?????o ?????o???,,,Anywhare,,,,,2023-10-27,SkillJob,,,Sajeeb Group,Mon Mar 27 2023,Full Time,Negotiable
logistics officer-wholesale,,,Dhakq,,,,,2023-10-27,SkillJob,,,Sajeeb Group,Fri Mar 24 2023,Full Time,Negotiable
senior manager/agm-factory,,,Narayanganj (Rupganj),,,,,2023-10-27,SkillJob,,,Sajeeb Group,Wed Mar 15 2023,Full Time,Negotiable
executive/ senior executive - supply chain,,,Dhaka,,,,,2023-10-27,SkillJob,,,Sajeeb Group,Thu Mar 09 2023,Full Time,Negotiable
head of liability operations,,,Dhaka,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Wed Mar 22 2023,Full Time,Negotiable
"devops manager, it and business transformation",,,Dhaka,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Fri Feb 24 2023,Full Time,Negotiable
mobile app developer,,,Dhaka,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Sat Mar 25 2023,Full Time,Negotiable
creative content writer and proof reader,,,"Dhaka, Dhaka (Gulshan, Rampura)",,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Tue Mar 28 2023,Full Time,Negotiable
"executive hr & admin, sylhet",,,Sylhet (Sylhet Sadar),,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Tue Mar 28 2023,Full Time,Negotiable
"executive hr & admin, dhaka",,,"Dhaka, Gulshan",,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Tue Mar 28 2023,Full Time,Negotiable
"executive hr & admin, chattogram",,,Chattogram,,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Tue Mar 28 2023,Full Time,Negotiable
relationship manager - retail assets,,,Anywhare,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Sat Mar 25 2023,Full Time,Negotiable
team leader - affordable home loan,,,Anywhare,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Sat Mar 25 2023,Full Time,Negotiable
"education consultant (uk universities), dhaka",,,"Dhaka (Dhanmondi, Gulshan, Uttara West)",,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Mon Mar 27 2023,Full Time,Negotiable
education consultant (uk universities) sylhet,,,Sylhet,,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Mon Mar 27 2023,Full Time,Negotiable
"education consultant (uk universities), rajshahi",,,Rajshahi,,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Mon Mar 27 2023,Full Time,Negotiable
"education consultant (uk universities), chattogram",,,Chattogram,,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Mon Mar 27 2023,Full Time,Negotiable
manager/ assistant manager - sales (rhel- rupayan bhuiyan emporium),,,Dhaka (Ashulia),,,,,2023-10-27,SkillJob,,,Rupayan Group,Tue Mar 21 2023,Full Time,Negotiable
agm - sales,,,Dhaka,,,,,2023-10-27,SkillJob,,,Rupayan Group,Fri Mar 24 2023,Full Time,Negotiable
deputy manager/ manager-store(warehouse and logistics),,,Barishal,,,,,2023-10-27,SkillJob,,,MEP Group,Wed Mar 15 2023,Full Time,Negotiable
office executive (documentation),,,Dhaka (Dhanmondi),,,,,2023-10-27,SkillJob,,,Meiji Education,Sun Mar 05 2023,Full Time,Negotiable
sr. executive - ship personnel department (ocean going vessel),,,Chattogram,,,,,2023-10-27,SkillJob,,,Meghna Group of Industries,Fri Mar 10 2023,Full Time,Negotiable
"digital platform chartered/principal engineer, micro-services",,,Dhaka,,,,,2023-10-27,SkillJob,,,Banglalink,Thu Mar 02 2023,Full Time,Negotiable
dwh service specialist engineer,,,Dhaka,,,,,2023-10-27,SkillJob,,,Banglalink,Fri Mar 03 2023,Full Time,Negotiable
digital marketing officer,,,Dhaka,,,,,2023-10-27,SkillJob,,,Mamun Group,Sat Mar 25 2023,Full Time,Negotiable
"digital platform chartered engineer, devops",,,Dhaka,,,,,2023-10-27,SkillJob,,,Banglalink,Fri Mar 03 2023,Full Time,Negotiable
mechanical engineer ( rupshi foods ltd: bakers ),,,Narayanganj (Rupganj),,,,,2023-10-27,SkillJob,,,City Group,Fri Mar 10 2023,Full Time,Negotiable
electrical engineer ( rupshi foods ltd: bakers ),,,Narayanganj (Rupganj),,,,,2023-10-27,SkillJob,,,City Group,Fri Mar 10 2023,Full Time,Negotiable
co-ordinator (bridge scale),,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,City Group,Sun Mar 05 2023,Full Time,Negotiable
asst. manager/ manager - sales & marketing (product development) -zaber & zubair fabrics ltd (home,,,Anywhare,,,,,2023-10-27,SkillJob,,,Noman Group,Wed Mar 15 2023,Full Time,Negotiable
co-ordinator (store),,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,City Group,Sun Mar 05 2023,Full Time,Negotiable
auto electrician,,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,City Group,Sun Mar 05 2023,Full Time,Negotiable
sr. executive,,,Chattogram,,,,,2023-10-27,SkillJob,,,City Group,Sun Mar 05 2023,Full Time,Negotiable
officer - vat & tax- material control division. zaber & zubair fabrics limited,,,Anywhare,,,,,2023-10-27,SkillJob,,,Noman Group,Sun Mar 19 2023,Full Time,Negotiable
executive - sr & qc,,,Narayanganj (Rupganj),,,,,2023-10-27,SkillJob,,,City Group,Sun Mar 05 2023,Full Time,Negotiable
aws developer (remote job),,,"House #12, Road #12, Gulshan-1 Dhaka-1212, Bangladesh",,,,,2023-10-27,SkillJob,,,Encode Ltd.,Thu Mar 30 2023,Full Time,Negotiable
assistant (ed),,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Madina Group,Sun Mar 05 2023,Full Time,Negotiable
designer,,,Head Office (Dhaka),,,,,2023-10-27,SkillJob,,,T.K Group,Thu Mar 02 2023,Full Time,Negotiable
client relationship executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,KnowledgeVale,Tue Mar 07 2023,Full Time,Negotiable
education consultant,,,Anywhare,,,,,2023-10-27,SkillJob,,,Savvy Educare,Fri Mar 24 2023,Full Time,15000 - 20000
"junior executive-mis, global office automation ltd.",,,Dhaka,,,,,2023-10-27,SkillJob,,,Smart Technologies (BD) Ltd.,Tue Mar 21 2023,Full Time,Negotiable
solution engineer-oracle,,,Dhaka,,,,,2023-10-27,SkillJob,,,Smart Technologies (BD) Ltd.,Wed Mar 15 2023,Full Time,Negotiable
"sr. executive/ assistant manager, corporate sales- 1000fix services ltd.",,,Dhaka,,,,,2023-10-27,SkillJob,,,Smart Technologies (BD) Ltd.,Wed Mar 15 2023,Full Time,Negotiable
executive -i (finishing quality)_quality assurance_columbia apparels limited,,,Gazipur (Gazipur Sadar),,,,,2023-10-27,SkillJob,,,M & J Group,Wed Mar 15 2023,Full Time,Negotiable
executive-i_welfare_ columbia apparels limited,,,Gazipur (Gazipur Sadar),,,,,2023-10-27,SkillJob,,,M & J Group,Wed Mar 15 2023,Full Time,Negotiable
"in charge, embroidery, genesis fashions ltd.",,,Gazipur (Gazipur Sadar),,,,,2023-10-27,SkillJob,,,M & J Group,Fri Mar 10 2023,Full Time,Negotiable
junior executive/executive ii_ group procurement_ corporate office,,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,M & J Group,Fri Mar 10 2023,Full Time,Negotiable
"lab assistant, genesis fashions ltd. (wash)",,,Gazipur (Gazipur Sadar),,,,,2023-10-27,SkillJob,,,M & J Group,Sun Mar 05 2023,Full Time,Negotiable
"executive-i _ costing, budgeting & mis _ corporate office",,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,M & J Group,Tue Feb 28 2023,Full Time,Negotiable
executive - digital advertising (night shift),,,Anywhare,,,,,2023-10-27,SkillJob,,,ServicEngine Ltd.,Wed Mar 22 2023,Full Time,12000 - 15000
"????????????????????????????,https://skill.jobs/jobs/-jtpw5qkx""",,,Full Time,,,,,2023-10-27,SkillJob,,,https://skill.jobs/company-profile/none-j0CXtTyA,?????? (????????S?),Negotiable,Unknown
???????????????????o???,,,?????? (????????S?),,,,,2023-10-27,SkillJob,,,NUTS & BOLTS,Fri Mar 24 2023,Full Time,Negotiable
account officer,,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,NUTS & BOLTS,Fri Mar 24 2023,Full Time,Negotiable
???????????????????t????????(??????????????,,,?????? (????????S?),,,,,2023-10-27,SkillJob,,,NUTS & BOLTS,Fri Mar 24 2023,Full Time,Negotiable
receptionist,,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,NUTS & BOLTS,Fri Mar 24 2023,Full Time,Negotiable
call center executive,,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,NUTS & BOLTS,Fri Mar 24 2023,Full Time,Negotiable
assistant manager - cost analyst,,,Anywhere,,,,,2023-10-27,SkillJob,,,SKRP GROUP,Mon Mar 20 2023,Full Time,Negotiable
it associate,,,Anywhare,,,,,2023-10-27,SkillJob,,,Catalyst Solutions(Sister Organization Of Adiva Gr,Wed Mar 20 2024,Full Time,Negotiable
sr. executive/ asst. manager,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Mon Mar 20 2023,Full Time,Negotiable
manager - nero fabric & elastic,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Sun Feb 19 2023,Full Time,Negotiable
manager - sewing technical,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Tue Mar 14 2023,Full Time,Negotiable
executive assistant to chairman (madam),,,Dhaka,,,,,2023-10-27,SkillJob,,,Fortune 2020 Group,Thu Mar 09 2023,Full Time,Negotiable
manager-laboratory,,,Gazipur,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Wed Mar 01 2023,Full Time,Negotiable
executive-security,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Wed Mar 01 2023,Full Time,Negotiable
manager - maintenance,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Wed Mar 01 2023,Full Time,Negotiable
manager - accessories,,,Gazipur,,,,,2023-10-27,SkillJob,,,Liz Fashion Industry Ltd.,Tue Feb 28 2023,Full Time,Negotiable
"executive engineer/ engineer (instrument), paper mill",,,"Munshiganj (Gazaria), Narayanganj (Sonargaon)",,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
"asst. engineer/ engineer (mechanical), rotogravure plant",,,Narayanganj,,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
"deputy manager (production), toggi green ship breaking & recycling ltd.,",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
sub assistant engineer (instrument) - bcil,,,Chattogram (Mirsharai),,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
"assistant engineer (instrument), bcil",,,Dhaka,,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
pa to director,,,Dhaka,,,,,2023-10-27,SkillJob,,,Bashundhara Group,Tue Feb 28 2023,Full Time,Negotiable
"product executive, tyre unit",,,Anywhere,,,,,2023-10-27,SkillJob,,,ACI Motors Limited,Wed Mar 01 2023,Full Time,Negotiable
"deputy manager- accounts, bogcl",,,Dhaka (South Keraniganj),,,,,2023-10-27,SkillJob,,,Bashundhara Group,Sun Feb 05 2023,Contractual,Negotiable
medical technologist - clinical pathology,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Sun Mar 05 2023,Full Time,Negotiable
officer/ senior officer ??billing (ipd),,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Fri Mar 03 2023,Full Time,Negotiable
resident medical officer - cardiology,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Wed Mar 01 2023,Full Time,Negotiable
patient care manager,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Wed Mar 01 2023,Full Time,Negotiable
technician - adult cardiology,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Wed Mar 01 2023,Full Time,Negotiable
specialist/ registrar - pediatrics cardiology,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Tue Feb 28 2023,Full Time,Negotiable
senior executive - supply chain,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Tue Feb 28 2023,Full Time,Negotiable
???????????(?????o????????,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Tue Feb 28 2023,Full Time,11000 - 12000
cook,,,Dhaka,,,,,2023-10-27,SkillJob,,,Evercare Hospital Dhaka,Tue Feb 28 2023,Full Time,20000 - 22000
sales consultant - tv (retail),,,Anywhare,,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Mar 10 2023,Full Time,15000 - 18000
asst. manager-costing,,,Full-Time,,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Feb 03 2023,Full Time,Negotiable
r&i in-charge (home appliances),,,Gazipur (Kaliakair),,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Mar 03 2023,Full Time,Negotiable
model manager (cookware),,,Gazipur (Kaliakair),,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Mar 03 2023,Full Time,Negotiable
logistics & distribution officer,,,Gazipur (Kaliakair),,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Mar 10 2023,Contractual,15000 - 20000
"hod - environment, health & safety (ehs)",,,Gazipur (Kaliakair),,,,,2023-10-27,SkillJob,,,Walton Hi-Tech Industries PLC.,Fri Mar 10 2023,Full Time,Negotiable
senior finance executive/ finance executive,,,Dhaka (Tejgaon Industrial Area),,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Thu Mar 02 2023,Full Time,Negotiable
planning analyst,,,Dhaka,,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Thu Mar 02 2023,Full Time,Negotiable
"field facilitator, health and nutrition, hcmp (re-advertisement)",,,"Cox'S Bazar (Teknaf, Ukhia)",,,,,2023-10-27,SkillJob,,,BRAC,Thu Mar 02 2023,Contractual,Negotiable
"senior project officer, health & nutrition, hcmp",,,"Cox'S Bazar (Teknaf, Ukhia)",,,,,2023-10-27,SkillJob,,,BRAC,Sat Mar 04 2023,Contractual,Negotiable
"field facilitator (sub center), hcmp",,,"Cox'S Bazar (Teknaf, Ukhia)",,,,,2023-10-27,SkillJob,,,BRAC,Thu Mar 02 2023,Contractual,Negotiable
business development officer/ executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Net Max Group,Mon Mar 13 2023,Full Time,Negotiable
"lab technician, wash, hcmp",,,"Cox'S Bazar (Teknaf, Ukhia)",,,,,2023-10-27,SkillJob,,,BRAC,Thu Mar 02 2023,Contractual,Negotiable
manager - accounts & finance,,,Dhaka,,,,,2023-10-27,SkillJob,,,Rupayan Group,Tue Feb 28 2023,Full Time,Negotiable
"dgm (cluster head), sales",,,Dhaka,,,,,2023-10-27,SkillJob,,,Rupayan Group,Wed Mar 01 2023,Full Time,Negotiable
"dgm/ agm, sales (rupayan bhuiyan emporium - rhel)",,,Dhaka (Ashulia),,,,,2023-10-27,SkillJob,,,Rupayan Group,Wed Mar 01 2023,Full Time,Negotiable
sr. executive/ executive - land acquisition (joint venture),,,Dhaka,,,,,2023-10-27,SkillJob,,,Rupayan Group,Mon Feb 27 2023,Full Time,Negotiable
assistant manager (trainee),,,"Juri, Moulvibazar",,,,,2023-10-27,SkillJob,,,Akij Group,Sun Feb 26 2023,Full Time,Negotiable
assistant manager,,,"Juri, Moulvibajar",,,,,2023-10-27,SkillJob,,,Akij Group,Sun Feb 26 2023,Full Time,Negotiable
electrician - akij particle board mills ltd.,,,Mymensingh (Trishal),,,,,2023-10-27,SkillJob,,,Akij Group,Tue Feb 28 2023,Full Time,Negotiable
inspector (delivery) - akij particle board mills ltd.,,,Mymensingh (Trishal),,,,,2023-10-27,SkillJob,,,Akij Group,Tue Feb 28 2023,Full Time,Negotiable
"lecturer, department of information and communications technology (ict).",,,"Lalmatia, Dhaka.",,,,,2023-10-27,SkillJob,,,Daffodil International College,Tue Mar 07 2023,Full Time,Negotiable
"lecturer, department of production management and marketing.",,,"Lalmatia, Dhaka.",,,,,2023-10-27,SkillJob,,,Daffodil International College,Tue Mar 07 2023,Full Time,Negotiable
operator (scale) - akij particle board mills ltd.,,,Mymensingh (Trishal),,,,,2023-10-27,SkillJob,,,Akij Group,Tue Feb 28 2023,Full Time,Negotiable
"lecturer, department of chemistry",,,"Lalmatia, Dhaka.",,,,,2023-10-27,SkillJob,,,Daffodil International College,Tue Mar 07 2023,Full Time,Negotiable
sub assistant engineer - akij particle board mills ltd.,,,Mymensingh (Trishal),,,,,2023-10-27,SkillJob,,,Akij Group,Mon Feb 27 2023,Full Time,Negotiable
engineer (eee) - akij particle board mills ltd,,,Mymensingh (Trishal),,,,,2023-10-27,SkillJob,,,Akij Group,Mon Feb 27 2023,Full Time,Negotiable
shift engineer - akij particle board mils ltd.,,,Mymensingh,,,,,2023-10-27,SkillJob,,,Akij Group,Mon Feb 27 2023,Full Time,Negotiable
sales & support executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Storola,Mon Feb 27 2023,Full Time,Negotiable
front desk executive,,,Dhaka (Dhanmondi),,,,,2023-10-27,SkillJob,,,Creative IT Institute,Tue Feb 28 2023,Full Time,Negotiable
accounts and admin officer,,,Dhaka,,,,,2023-10-27,SkillJob,,,Pixency,Thu Mar 16 2023,Full Time,Negotiable
sr. executive / executive ( hr - admin),,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Tue Feb 28 2023,Full Time,Negotiable
"executive - accounts,tax, vat",,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Wed Mar 08 2023,Full Time,Negotiable
sales executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,SEBA FOOD,Sun Feb 26 2023,Full Time,Negotiable
aesthetic doctor / medical officer,,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Wed Mar 08 2023,Full Time,Negotiable
laser therapist / nurse,,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Wed Mar 08 2023,Full Time,Negotiable
front desk executive / client relationship executive,,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Wed Mar 08 2023,Full Time,Negotiable
customer ebgagement executive social media management,,,Dhaka,,,,,2023-10-27,SkillJob,,,AKSID,Tue Feb 28 2023,Full Time,Negotiable
consultant dermatologist (aesthetic dermatology),,,Chattogram,,,,,2023-10-27,SkillJob,,,Este Medical Bangladesh Ltd.,Wed Mar 08 2023,Full Time,Negotiable
lead software developer,,,"Dhaka, Bangladesh",,,,,2023-10-27,SkillJob,,,Tlece Bangladesh,Fri Mar 10 2023,Full Time,Negotiable
apps support manager,,,"Dhaka, Bangladesh",,,,,2023-10-27,SkillJob,,,Tlece Bangladesh,Tue Feb 28 2023,Full Time,Negotiable
call center manager (quality assurance),,,Dhaka,,,,,2023-10-27,SkillJob,,,Tlece Bangladesh,Tue Feb 28 2023,Full Time,Negotiable
"executive, it & e-commerce",,,Dhaka,,,,,2023-10-27,SkillJob,,,NGen IT,Mon Mar 20 2023,Full Time,Negotiable
